,주소,제목,내용
0,https://zero-base.co.kr/event/media_insight_contents_DS_da_interview,"

첫 번째, 데이터 직무 필수 핵심 역량 (aka 직무 전문성)
","데이터 분석 면접데이터 직무 면접 질문 모음집 (feat. 모범 답변, 합격 꿀팁까지)제로베이스 데이터 취업 스쿨안녕하세요. 저는 8년차 데이터사이언티스트 Jason이라고 합니다. 지난 번 비전공자 출신으로 데이터 커리어를 시작한 방법에 대해 소개했다면, 이번엔 신입 데이터 분석가 취업 준비생분들께 도움이 될 데이터 분석 면접 준비 팁을 가져왔어요! 데이터 분석, 데이터 엔지니어, 데이터 사이언티스트면접에서 중요한 것은?데이터 분석 면접에서 가장 중요하게 보는 것은 크게 2가지로 나눠볼 수 있습니다.  첫 번째는 직무에서 요구하는 필수 핵심 역량에 대해 얼마나 준비가 되어 있는지이고, 두 번째는 지원 동기 입니다. 첫 번째, 데이터 직무 필수 핵심 역량 (aka 직무 전문성)데이터 분석가/엔지니어/사이언티스트 모두 신입 채용시에도 불구하고 데이터 분석 면접에서 상당히 많은 역량을 요구합니다. JD(Job Description, 채용공고)를 살펴보면 자연스럽게 “신입에게 이런 역량까지 다 요구 하는 걸까?”라는 걱정이 앞설텐데요. 채용 담당자 입장에서 신입 지원자분들께 확인하고자 하는 핵심은 JD에서 요구하는 역량을 전부 갖춰야 한다는 것이 아닙니다. 핵심 역량에 대해 여러분이 어떠한 활동을 통해, 어느 정도 수준까지 학습하고 수행할 수 있는지에 대해 확인하고자 면접을 진행합니다. 신입 지원자에 맞춰 핵심 역량에 대한 어느정도 Base line을 준비를 하고, 면접장에서는 지원자가 해당 역량을 어떻게 준비했고, 어느정도 수행할 수 있는지 논리적이고 잘 정리된 언어로 얘기할 수 있는지에 대해 확인하고 있어요.두 번째는 지원동기 입니다. 기업의 입장에서 수 많은 회사 Domain에서 왜 이 Domain을 선택했고 그 중에서도 왜 우리 회사인지 당연히 궁금할 수 밖에 없습니다. 저는 보통 이직을 준비할 때 3why에 대해서 짚고 넘어갑니다.  ✅ 첫 번째 why는 데이터 직무를 시작하는데 있어서 이 Domain, 업계를 선택한 이유,✅ 두 번째 why는 Domain 안에서 이 회사를 선택한 이유,✅ 세 번째 why는 내가 왜 이 직무를 잘할 수 있는지 자신감입니다. 3가지 이유에 대해 지원 동기를 위와 같이 논리있게 준비해가신다면 면접관께서 추가 질문 없이 고개를 끄덕끄덕하시는 것을 경험해보실 수 있을 겁니다. 🙂신입 데이터 분석가에게요구하는 필수 역량은?        이미지 = 데이터 분석 취업 특강 자료      데이터 직무별 신입에게 요구하는 역량을 실무자 입장에서 아래와 같이 정리해보았어요. 회사마다 요구하는 역량의 수준이 조금씩 다르겠지만 일반적으로 데이터 분석 면접에서 ‘이 정도의 수준을 요구한다’라고 참고 정보로 활용해보시면 좋겠습니다. ① 데이터 분석가 면접 필수 역량- 데이터 핸들링 : SQL을 활용하여 원하는 데이터를 추출 및 가공할 수 있다.- 데이터 EDA 및 분석 : 분석 목적을 설정하고 프로그래밍 언어(Python, R)을 통해 목적에 맞는 분석을 수행하고 결과를 정리하여 제공할 수 있다.- 대시보드 개발 : BI(태블로, power BI 등)를 활용하여 분석된 결과를 시각화 할 수 있다. ② 데이터 엔지니어 면접 필수 역량- 자료구조 및 알고리즘 : 데이터를 표현하는 방식과 알고리즘, 기초이론에 대한 이해도가 있다.- 데이터 ETL : 데이터를 처리하는 프로세스에 대해서 이해하고, 이를 실제 구현 및 적용할 수 있다.- DB 및 Cloud 환경 이해 : 데이터베이스 환경과 Cloud 환경을 이해하고, 해당 환경에서 데이터 ETL을 수행할 수 있다. ③ 데이터 사이언티스트 면접 필수 역량- 데이터 핸들링 :  SQL을 활용하여 원하는 데이터를 추출 및 가공할 수 있다.- 데이터 분석 및 ML/DL 역량 : 분석 역량과 더불어, ML/DL에 대한 이해도가 높다. 즉 어떤 문제를 어떠한 접근과 알고리즘을 선택하여 해결할 수 있을지 결정할 수 있다.- 문제 해결 역량 : 현업의 이슈를 데이터에 기반하여 정의하고, 해당 프로젝트를 리딩해 나갈 수 있는 역량을 보유하고 있다.  지원하는 직무에 맞춰 필수 역량을 얼마나 갖췄고 어떻게 학습했는지 잘 정리해서 면접을 준비하세요! 데이터 분석 면접면접관은 여러분과 함께 일하고 싶어요.제가 데이터 분석 면접 들어갈 경우, 저는 여러분을 평가하고 떨어뜨리려 하기보단 뽑고 싶다는 생각으로 데이터 분석 면접에 들어갑니다. “신입을 뽑아서 잘 키워보자”, “신입이 들어오면 어떤 업무에 배정을 해야 할까?” 등 채용을 전제로 두고 지원자를 바라보곤 합니다. 우리 부서에 합류해서 잘 적응하고 업무 퍼포먼스를 낼 수 있는 신입사원을 뽑기 위한 고민에 고민을 이어가죠.  최근 저희 회사에 입사하신 인턴 분들의 경우 2명 중에서 1명만 붙는 경쟁 최종 발표상황에서 두 분 모두 사전 프로젝트 내용을 무리없이 잘 소화하였고, 딱히 모난 부분은 없었습니다. 두 분의 합격 당락을 결정한 순간은 오히려 발표가 종료된 뒤 였는데요. 한 분께서 “프로젝트에서 조금 더 고민한 부분에 대해 말씀 드려도 될까요?”라고 하며 추가 발표를 하는 순간 합격의 당락이 결정되었어요. 대단한 내용은 아니였지만 그 자리에 있었던 모든 분들이 그 분의 열정을 높이 샀던 것 같아요. 최종적으로 추가 분석을 진행한 분이 인턴에서 정규직으로 전환이 되었죠. 여기서 얻을 수 있는 교훈은 경쟁자 대비해서 어필하는 ‘한끗 차이’ 입니다. 정말 이 회사에 들어가고 싶은 열정과 의지를 보여 줄 수 있는 Action을 한다면 남들보다 한 번 더 눈길이 가죠. 데이터 직무 취업을 준비하시는 분들이라면 주어진 상황에서 한 걸음 더, 남들보다 하나 더 고민해보고 실행해보는 걸 추천해드립니다. 더 자세한 데이터 분석 면접 질문은 아래에서 예시와 함께 보시죠!🙂 데이터 직군신입 면접 공통 질문① 자기소개 3~5분이라는 짧은 시간 내 첫인상이 결정됩니다. 핵심역량, 주요성과, 지원동기라는 세가지 목차로 일목정연하게 준비해보시길 바랍니다. ② 지원 동기  앞서 이야기 드렸던 것 처럼 3why를 기억하세요! (왜 우리 Domain인지? 왜 우리 회사인지? 왜 이 일을 잘할 수 있는지!)③ 주요 프로젝트에 대한 소개  지원자 분들께서 진행한 개인 프로젝트 혹은 팀 프로젝트를 바탕으로 준비한 포트폴리오에 대한 대표 소개는 미리 준비해주세요. 프로젝트에 대해 장황하게 설명하는 것이 아닌, 핵심적인 부분만 다음 구조를 따라 이야기 해주세요. (1) 프로젝트 배경 및 개요 (2) 내가 수행한 역할 (3) 결과의 목차 순으로 구조를 잡고 논리있게 말한다면 준비된 지원자임을 어필할 수 있습니다. ④ 입사한다면 수행해보고 싶은 업무 채용 담당자 입장에서 해당 질문은 그냥 툭 던져 보는 질문일 확률이 높지만, 지원자 분들이 플러스 점수를 따기 좋은 질문입니다. 추가 점수를 따고 싶은 지원자라면 기업의 현황을 검색하고, 가상의 과제를 기획하여 준비하는 걸 추천드립니다. 예를 들어, A기업에 현 상황이 MZ 세대의 이탈 가속화라고 한다면, ""MZ 세대의 이탈 원인을 데이터 분석을 통해서 확인하고, 이를 개선할 수 있는 활동들을 전개해나가고 싶다.""라고 얘기한다면 얼마나 우리 회사에 대해 갖고 있는 관심을 어필할 수 있을 거에요. 데이터 분석 면접기술 질문 10가지 + 모범답안Q1. 매출이 감소했다고 하면 어떻게 접근하여 분석하겠는가? 모범 답안  매출의 증감을 표현할 수 있는 다양한 지표(Index)를 생성(기존 + 신규)하여 사업부/상품/기간 단위로 매출 감소 영역을 Sensing하고 상세 분석을 통해서 매출 감소 원인을 파악하겠습니다.       Q2.  코로나 상황속에서 어떻게 데이터 분석을 통해 기여할 것인가? 모범 답안 초과 비용 및 간접비를 줄이는 것에서 부터 시작하고자 합니다. 고도화된 타겟 마케팅을 통해 마케팅 비용을 줄이고 효율화 하는 방향(판매관리비 절감이 필요)이 있을 것입니다. 빠르게 변화하는 고객을 이해하기 위해 데이터 분석로고객 특징들을 추출하고, 이를 활용한 새로운 서비스 기획 및 선호 마케팅 방안 탐색하여신규 고객 유치에 기여하겠습니다.      Q3. 데이터 수집 및 전처리 단계에서 발생한 문제 해결 방법 모범 답안  수집 데이터가 다양한 DB에 산재된 문제가 있었습니다. 이 문제를 해결하기 위해서 저는 개발부서와 각 DB별 수집 방안(수집 주기, 수집 Column) 협의 후 Primary Key값을 기준으로 Big table을 설계하여 통합 DB 구축을 통해 문제를 해결하였습니다.       Q4. 데이터를 비지니스와 연관지어 생각할 수 있는 능력을 어떻게 개발할 수 있을까? 모범 답안  데이터 분석팀의 KPI(목표 지표)를 비지니스를 수행하는 주체인 사업부와 동일하게 설정하면 자연스럽게  KPI를 증가시키기 위해 카운터 파트의 비지니스를 더 잘 이해하고 증대시키는 사고를 할 수 있게 됩니다. 이를 통해 데이터를 비지니스와 더 긴밀하게 생각할 수 있게 될 것이라고 판단됩니다.      Q5. 분석 후 내용을 어떻게 효과적으로 상급자에게 전달할 것인가? 모범 답안  분석된 내용을 보고서(리포트) 형식으로 정리하여 상급자에게 효과적으로 전달하고자 합니다.보고서를 작성한다면 목차는 다음과 같습니다.배경 및 추진방향 > 모델 개발 내용 > 모델 결과 및 성능 > 기대효과 및 향후 계획 > 사용 변수 리스트(유첨)      Q6. 분석된 내용을 유관부서에게 어떻게 설득시키겠는가? 모범 답안  유관부서에게 분석된 내용을 전달할 때는 분석 시 사용하는 전문적인 용어가 아닌, 현업이 이해할 수 있는 수준의 언어를 사용해야합니다. 현업의 언어를 활용하여 분석된 결과를 이해시키고, 피드백을 통해서 분석의 퀄리티를 높이는 방향으로 업무를 진행하겠습니다.      Q7. 본인이 수행할 수 있는 업무영역이 어떻게 되는가? 모범 답안  제가 수행할 수 있는 업무 역량을 전체적인 데이터 분석 프로세스 관점에서 말씀드리겠습니다. SQL 활용 특정 조건에 맞는 데이터 추출 - R/Python을 활용한 데이터 가공 및 EDA - 데이터 모델링 및 평가 - 자동화 코딩 - 운영 및 모니터링의 데이터 분석 전체 Porcess를 커버할 수 있습니다.       Q8. 신규고객을 유치한다면 어떻게 데이터 적으로 접근하겠나? 모범 답안   신규 고객은 현재 보유하고 있지 않은 데이터이기 때문에 외부 데이터를 활용하여 접근하겠습니다. 구글 ADS를 사용하여 어떤 경로와 검색어를 통해 사내 사이트에 가장 많이 방문했는지 사용자 여정 분석을 통해, 해당 경로에 광고를 추가하거나 해당 서비스와 연계한 마케팅 상품을 개발하여 신규 고객 유치하도록 하겠습니다.      Q9. 상사와의 갈등이 생긴다면 어떻게 해결하겠는가? 모범 답안  저보다 더 많은 경험을 하신 상사분이시기 때문에 상사분께서 내린 결정에는 그만한 이유가 있다고 생각합니다. 상사분에 생각에 대해 더 깊게 이해해보고 믿고 따르는게 맞다고 생각합니다.      Q10. 동료와의 갈등이 생긴다면 어떻게 해결하겠는가? 모범 답안  문제를 바라보는 시각이 다른것은 당연합니다 . 저의 주장을 밀어부치기보다 상대방의 말을 경청하고 존중과 이해를 기반한 의사소통을 한다면 의견 차이의 폭을 좁히고 공동의 목표로 나아갈 수 있을 것이라 생각합니다.      데이터 엔지니어 면접기술 질문 10가지 + 모범답안Q1. 데이터 레이크와 데이터 웨어하우스의 차이는 무엇인가요? 모범 답안  데이터 레이크는 원시 데이터를 기본 형식으로 저장하는 방대한 저장소입니다. 데이터 레이크의 이점 중 하나는 다양한 구조의 데이터를 저장할 수 있다는 것입니다. 데이터 레이크에는 미리 정의된 스키마가 없으며, 다양한 정형, 비정형 데이터를 수집할 수 있습니다. 데이터 웨어하우스는 미리 결정된 목적을 위해 비즈니스 애플리케이션에서 수집 및 생성하는 데이터의 저장소입니다. 데이터 웨어하우스는 저장 전 데이터에 미리 정의된 스키마를 적용하며, 이 저장소에 저장하기 전에 데이터를 정리하고 구성해야 합니다. 데이터 웨어하우스에 저장된 데이터는 이미 처리되었기 때문에 높은 수준의 분석이 용이합니다. "
1,https://corin-e.tistory.com/entry/13-3-LG-CNS-%EC%8B%A0%EC%9E%85-%EA%B3%B5%EC%B1%84-%EC%A7%80%EC%9B%90-%ED%9B%84%EA%B8%B0-2%EC%B0%A8-%EB%A9%B4%EC%A0%91,JOB Fair,"                                                  🪨 🪨 🪨                              홈태그방명록개발자 취업 준비/취준 후기13-3) LG CNS 신입 공채 지원 후기 - 2차 면접stoneeee2022. 12. 30. 16:42    JOB Fair1차 면접 합격자를 대상으로 직무, 회사 설명회가 진행됐다. 메타버스 게더타운 상에서 진행됐다. 크게 DX 엔지니어 / 클라우드 / 데이터 & AI로 시간대가 나뉘었고, 대강당에서 세부 직무마다 15분 정도씩 프레젠테이션 형식으로 소개 시간이 있었다.그리고 직무 별 부스에는 실무자 선배 사원들이 상주하고 있어서 지원자들의 질문을 받아주고 부서에 대한 소개를 자세히 해주셨다. 9시 ~ 18시까지 진행돼서 다 참여하지는 못했지만, 1 지망으로 써내려던 직무 외에 관심 있던 직무들도 여기저기 기웃거렸다.자료조사를 하며 당연히 내가 관심 있던 부서들이 무엇을 하는 곳인지에 대한 정보는 얻었지만, 입사하게 되면 그 안에서 구성원으로서 무슨 일을 하게 되는지는 감이 잘 안 잡히는 상태였는데 이 설명회가 큰 도움이 되었다.  일정이 모두 끝난 뒤 최종 면접에 참여 희망하는 직무를 1 지망부터 3 지망까지 써낼 수 있는 서베이를 제출해야 한다.최대한 원하는 대로 배정해준다고 하는데 튕길 수도 있고, 1차 면접 합격 직무와 너무 동떨어진 직무로 최종 면접을 보게 되면 아무래도 좋은 평가를 받기 어렵다는 안내가 있었다. 나는 맨 처음 자기소개서에 써냈던 직무는 아니지만 서베이에 1 지망으로 적어낸 직무로 면접에 참여하게 되었다.       2차 면접2차 면접은 마곡 LG 사이언스파크에 위치한 본사에서 대면 면접으로 진행됐다.마곡단지는 첫 방문이었는데, 네모 반듯한 건물들이 줄지어 있어서 계획도시, 산업 단지의 위엄을 느낄 수 있었다.강남, 여의도 같은 직장가와는 또 다른 느낌으로 심시티 희망 편 같았다. 본사 건물도 엄청났다.로비에는 눈이 돌아가는 인테리어나 구조물들이 많았다.일 년 내내 방구석에서 공부하던 취준생이 감당하기에는 너무 화려했다.지하에 있는 회의실에서 대기와 면접이 진행됐는데, 지하에는 카페와 구내식당도 있었다.중간중간 테이블 같은 것들이 많았는데 거기에서 자유롭게 일하거나 잡담을 하는 사원들이 보였다.    대기 시간 10~15분 전에 도착했는데 회의실에서 자유롭게 대기하라고 안내받았다.다른 지원자들도 몇 명 같이 대기했는데 서로 대화를 하기는 좀 어려운 분위기였다. 대부분 정장에 가까운 복장이었다.면접비를 현금이 아닌 계좌로 쏴준다고 했는데, 멋들어진 봉투를 못 받는 건 아쉽지만 계좌이체가 서로 편하고 좋긴 하다. (면접 9일 뒤에 입금될 줄은 몰라서 그렇게 생각했다.) 면접 후기를 찾아볼 때 CNS 쿠키가 그렇게 맛있다는 글들이 많았다.대기실 앞에 물, 커피와 함께 쿠키가 준비되어 있었는데, 긴장돼서 면접 전에는 물만 마셨다.다 끝나고 나갈 때 초코 쿠키 하나, 아몬드 쿠키 하나를 챙겨 나왔다.넉넉하게 준비되어 있으니 잊지 않고 기념품으로 챙겨 오는 게 좋을 것 같다.    면접은 예고대로 다대일이었고, 면접관 2 : 지원자 1로 진행됐다.아마 임원 한 분, 리더 한 분이라는 것 같았다.큰 회의실에서 서로 맞은편 의자에 앉아서 진행됐다.20 ~ 25분 정도 진행된다고 했는데 나는 30분 조금 넘게 걸렸다. 사전에 면접 안내와 함께 면접에서 물어볼 질문 세 가지를 미리 알려줬다.각각 자기소개, 산업군, 입사 후 포부와 관련된 질문이었다.기본적인 것들이지만 문항이 구체적이어서 준비 없이 받으면 당황할 수도 있을 법한 질문들이었다.면접이 시작되고 스몰토크 후 해당 질문들 먼저 쭈르륵 답하고 꼬리 질문 없이 본격적인 면접을 시작했다.    - IT 계열 진로를 왜 선택했는지- 기술 질문 3~4개(기본적인 것, 중간중간 나눠서)- 국비에서 배운 것 중 가장 자신 있는 기술- 처음 지원한 직무 + 세부 분야 지원 동기- 비전공자로서 해당 직무를 수행할 때 이점이 무엇인지- 프로젝트에서 어떤 역할을 맡았는지- 상사가 갑자기 창원에서 3년 간 근무하라고 하면 어떻게 할 것인지- 인성검사 결과 계획성이 없고 스트레스를 잘 받는 편인데 조직생활이 어렵지 않을까- 프로젝트에서 내 의견이 안 받아들여졌을 때 스트레스를 받는 편인지- 바르고 열심히 살아온 것 같은데 여유가 없어 보인다. 조직생활을 하려면 여유나 유쾌함도 필요할 텐데 어떻게 생각하는지- 집 어딘지, 출퇴근 괜찮은지- 하반기에 지원한 회사들을 다 떨어지면 어떻게 할 것인지- 마지막으로 하고 싶은 말      초중반까지는 직무와 관련된 드라이한 질문들이 많았고 후반에는 인성 관련 압박 질문이 많았다.질문도 많이 받았지만 내가 대답도 길게 해서 면접 시간이 길어진 것 같다.  1차 면접을 포함한 다른 면접들은 비교적 심적 여유를 갖고 임했다.어차피 면접은 대화라는 마인드였기에 부정적인 뉘앙스의 질문들이 나오거나 약간의 압박이 있어도 나에 대한 공격이라는 생각은 전혀 안 들었다.그러니까 왜 그런 질문을 받았는지 의도에 대한 파악도 어렵지 않았고, 대답도 바로바로 떠올랐다. 웃을 일도 많았다. 하지만 이번 면접에서는 찐 인성과 관련된 질문을 몇 개 받으면서 당황했고, 일종의 제4의 벽이 깨지며 완전히 페이스에 말려들었다.좀 여유를 갖고 웃어넘기면서 대답을 했어야 했는데 논리적으로 해명해야겠다는 생각에 사로잡혀 말도 생각도 꼬이기 시작했다.그러니까 답도 길어지고 쓸데없는 소리도 많이 했다.질문들도 열린 질문이 많았고, 꼬리 질문이 있는 것도 아니어서 흐름을 다시 내 페이스로 가져오기도 힘들었다. 그래도 너무 굳어있으니까 마지막에는 따숩게 말씀해주시며 면접이 종료됐다.    면접이 끝나고 내가 챙긴 쿠키 외에도 작은 선물 박스를 받았다.집에 와서 풀어보니 쿠키 네 개와 작은 콜드브루 원액이 있었다. 쿠키는 소문대로 정말 맛있었다.이거 저거 더 챙겨 올걸 후회했다.    면접 분위기는 상세 직무마다, 면접관마다 달랐던 것 같은데 대체로 같은 직무 안에서는 질문 분위기가 비슷비슷했다고 한다.마지막 날 면접이라면 조각조각이라도 정보를 좀 더 얻고 들어갈 수 있지 않을까. 그리고 원래 CNS는 1차 면접 후 인턴십이나 부트캠프 등의 과정이 끼어 있는 경우가 많아서 경쟁률에 대한 정보를 얻기가 어려웠다.그런 경우에는 최종 면접 경쟁률이 1.5 : 1 미만이라는 이야기도 많아서 기대해도 되나 싶었는데 이번에는 바로 최종 면접이었어서 실제 합격률은 그것보단 낮지 않았나 싶다.그걸 감안해도 원데이 면접을 진행하는 삼성 같은 회사들 보다는 경쟁률이 낮지 않았을까. 성숙한 인간이 되고 싶지만 아직 여유도 경험도 부족한 ASK 같다고 느꼈다.너무 밑바닥을 보여주고 와서 아쉬운 마음이 컸지만 그래도 하려던 말은 다 하고 와서 후련한 마음도 조금 있었다.그리고 앞으로 인성검사는... 지나치게 솔직하게 대답하면 안 되겠다고 느꼈다.         >> 결과 : 합격 👊👊 마지막 면접일 기준 발표까지 26일 소요. 이번 하반기 삼성 공채 발표가 엄청 오래 걸렸다. 그런데 CNS는 더 걸렸다.'오늘은 나올 것 같은데'를 2주 넘게 했다.전환형 인턴과 코드몬스터 전형도 함께 진행되는 중이어서 공채는 잊혀졌나... 싶었다.4주 가까이 기다려서 저녁 7시 반에 결과가 나왔다. 사전 연수나 예비소집 없이 바로 1월 초 입사 일정이다. 입사 후에는 교육이 진행되는 것 같다.합격자는 꽃바구니 수령 주소 입력, 건강검진 안내, 교육 안내, 사원증 사진 제출 등등 다양한 안내를 받게 된다.  취준생의 피말림을 풀코스로 경험했다.9월 말에 서류 제출부터 시작해서 꼬박 세 달이 걸린 공채 과정이었다.              (adsbygoogle = window.adsbygoogle || []).push({});    if(window.ObserveAdsenseUnfilledState !== undefined){ ObserveAdsenseUnfilledState(); }window.ReactionButtonType = 'reaction';window.ReactionApiUrl = '//corin-e.tistory.com/reaction';window.ReactionReqBody = {    entryId: 46}공유하기게시글 관리🪨 🪨 🪨 저작자표시 비영리 '개발자 취업 준비 > 취준 후기' 카테고리의 다른 글백준 2606 바이러스 - 파이썬  (0)2022.12.3114-1) 신한은행 디지털/ICT 수시 채용 후기 - AI 역량 검사, 코딩 테스트, 1차 면접  (1)2022.12.3013-2) LG CNS 신입 공채 지원 후기 - 1차 면접  (11)2022.12.2913-1) LG CNS 신입 공채 지원 후기 - 서류, 인적성 검사, 코딩 테스트  (7)2022.12.2812) SSG.COM 테크 루키 지원 후기 - 서류, AI역량 검사, 코딩 테스트 후기  (0)2022.12.27Tag2차 면접, Job Fair, LG CNS, 임원 면접, 최종 면접'개발자 취업 준비/취준 후기'의 다른글이전글13-2) LG CNS 신입 공채 지원 후기 - 1차 면접현재글13-3) LG CNS 신입 공채 지원 후기 - 2차 면접다음글14-1) 신한은행 디지털/ICT 수시 채용 후기 - AI 역량 검사, 코딩 테스트, 1차 면접관련글백준 2606 바이러스 - 파이썬2022.12.3114-1) 신한은행 디지털/ICT 수시 채용 후기 - AI 역량 검사, 코딩 테스트, 1차 면접2022.12.3013-2) LG CNS 신입 공채 지원 후기 - 1차 면접2022.12.2913-1) LG CNS 신입 공채 지원 후기 - 서류, 인적성 검사, 코딩 테스트2022.12.28댓글 10    setInitialEntryComments(46, 1723768706)비밀글등록loadedComments[46]=true;findFragmentAndHighlight(46);돌돌돌방문자수Total250,998Today : 28Yesterday : 160 분류 전체보기 (55)  JAVA (1)  JavaScript (1)  백준 (21)  자료구조 (2)  기타 (2)  오류 해결 (4)  개발자 취업 준비 (22)  준비 방법 (2)  취준 후기 (20)  각종 후기 (2) 최근글과 인기글최근글인기글스프링 + MongoDB) @JsonProperty @JsonNaming 인식 안됨2023.07.13 22:01ERESOLVE unable to resolve dependency tree - npm install 오류2023.03.11 23:48프로그래머스 스프링 코딩(2023년 2월) 후기2023.02.11 12:18신입 IT 개발자 면접 질문 총 정리 - 인성/회사/직무/경험/기술2022.12.12 20:32신입 IT 개발자 코딩 테스트 후기 - 언어, 공부 방법, 난이도 등2022.12.21 01:371) 삼성 청년 SW 아카데미(싸피, SSAFY) 삼수 후기2022.12.21 20:30최근댓글정말 도움이 많이 되었습니다. 복 받으세요 ~!  감사합니다. :)포로로안녕하세요! 정보 공유 해주셔서 감사합니다.혹시 면접은 주말에 보셨을까요?ㅜㅜ밍밍수인덱스 : 0  1  2  3  4  5  6  7  8  9 10방  향 :    왼 ⋯코딩질문자Copyright © Kakao Corp. All rights reserved.관련사이트티스토리툴바🪨 🪨 🪨구독하기                    (function () {                         var blogTitle = '🪨 🪨 🪨';                                                (function () {    function isShortContents () {        return window.getSelection().toString().length < 30;    }    function isCommentLink (elementID) {        return elementID === 'commentLinkClipboardInput'    }    function copyWithSource (event) {        if (isShortContents() || isCommentLink(event.target.id)) {            return;        }        var range = window.getSelection().getRangeAt(0);        var contents = range.cloneContents();        var temp = document.createElement('div');        temp.appendChild(contents);        var url = document.location.href;        var decodedUrl = decodeURI(url);        var postfix = ' [' + blogTitle + ':티스토리]';        event.clipboardData.setData('text/plain', temp.innerText + '\n출처: ' + decodedUrl + postfix);        event.clipboardData.setData('text/html', '<pre data-ke-type=""codeblock"">' + temp.innerHTML + '</pre>' + '출처: <a href=""' + url + '"">' + decodedUrl + '</a>' + postfix);        event.preventDefault();    }    document.addEventListener('copy', copyWithSource);})()                    })()if(!wcs_add) var wcs_add = {};   wcs_add[""wa""] = encodeURI(""14fedb380600940"");   wcs_do();hljs.initHighlightingOnLoad();window.roosevelt_params_queue = window.roosevelt_params_queue || [{channel_id: 'dk', channel_label: '{tistory}'}]window.tiara = {""svcDomain"":""user.tistory.com"",""section"":""글뷰"",""trackPage"":""글뷰_보기"",""page"":""글뷰"",""key"":""5220134-46"",""customProps"":{""userId"":""0"",""blogId"":""5220134"",""entryId"":""46"",""role"":""guest"",""trackPage"":""글뷰_보기"",""filterTarget"":false},""entry"":{""entryId"":""46"",""entryTitle"":""13-3) LG CNS 신입 공채 지원 후기 - 2차 면접"",""entryType"":""POST"",""categoryName"":""개발자 취업 준비/취준 후기"",""categoryId"":""1119133"",""serviceCategoryName"":null,""serviceCategoryId"":null,""author"":""5282259"",""authorNickname"":""stoneeee"",""blogNmae"":""🪨 🪨 🪨"",""image"":""kage@bI0fLT/btrUYPixNFl/5iuqV7OkCYKXWzewqxUkrK"",""plink"":""/entry/13-3-LG-CNS-%EC%8B%A0%EC%9E%85-%EA%B3%B5%EC%B1%84-%EC%A7%80%EC%9B%90-%ED%9B%84%EA%B8%B0-2%EC%B0%A8-%EB%A9%B4%EC%A0%91"",""tags"":[""2차 면접"",""Job Fair"",""LG CNS"",""임원 면접"",""최종 면접""]},""kakaoAppKey"":""3e6ddd834b023f24221217e370daed18"",""appUserId"":""null""}"
