epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.0703,1.02512,0.98713,1.0505,0.98045,0.62805,0.64984,0.50788,0.9149,0.52811,0.99678,0.000475731,0.000475731,0.000475731
