습도,강수량,기온,풍속,한식,글로벌,패스트푸드,총배달건수,ㅎㅎ
77,0,5.2,1.2,3,2,12,588.2352941176471,1
81,0,4.5,1.3,2,1,8,909.0909090909091,0
73,0,4.3,1.5,1,3,7,909.090909090909,0
74,0,3.7,0.9,2,0,8,1000.0,0
78,0,3.5,1.1,2,1,18,476.1904761904762,0
81,0,2.7,1.1,7,0,17,416.66666666666674,1
78,0,2.7,0.9,2,2,32,277.77777777777777,0
77,0,2.5,0.8,1,0,26,370.3703703703704,0
78,0,2.9,0.9,1,1,17,526.3157894736842,0
72,0,3.4,1.3,0,3,6,1111.1111111111109,0
62,0,5.7,0.1,1,1,10,833.3333333333335,0
61,0,5.5,0.5,1,3,14,555.5555555555557,0
68,0,4.8,1.0,1,1,10,833.3333333333335,0
71,0,4.4,0.7,1,1,12,714.2857142857142,0
71,0,4.3,0.6,0,1,10,909.090909090909,0
69,0,4.6,0.1,1,1,11,769.2307692307692,0
70,0,4.6,0.0,6,2,24,312.5,1
67,0,5.2,0.9,5,2,32,256.4102564102564,1
64,0,5.6,1.5,3,2,27,312.5,0
99,0,4.3,0.3,3,0,13,625.0,0
100,0,4.4,0.8,7,4,14,400.0,1
100,0,4.4,0.6,1,2,13,625.0,1
100,0,4.2,0.7,1,0,20,476.1904761904761,0
100,0,4.1,0.7,3,0,11,714.2857142857143,0
99,0,4.2,1.9,4,3,17,416.6666666666667,0
100,0,4.0,0.9,9,0,29,263.15789473684214,1
97,0,3.9,1.0,5,4,34,232.5581395348837,0
95,0,4.1,0.8,1,3,30,294.11764705882354,0
97,0,3.9,0.4,2,2,10,714.2857142857143,0
72,0,7.8,1.3,2,2,12,625.0,0
83,0,6.4,1.0,0,2,14,625.0,0
88,0,5.4,1.0,2,0,15,588.2352941176471,1
92,0,4.7,0.3,1,1,12,714.2857142857142,1
94,0,3.8,0.9,7,3,23,303.030303030303,0
94,0,4.0,0.8,10,2,29,243.90243902439025,0
92,0,3.7,0.0,5,2,25,312.5,0
92,0,4.0,0.8,3,2,25,333.33333333333337,0
94,0,3.8,0.7,1,2,25,357.14285714285717,0
94,0,4.4,0.2,3,2,17,454.5454545454545,0
78,0,4.6,2.0,4,0,15,526.3157894736843,0
93,0,3.9,1.1,3,1,30,294.11764705882354,2
81,0,4.1,2.4,1,3,13,588.2352941176471,1
78,0,4.1,1.6,2,1,17,500.0,0
76,0,3.3,1.5,2,3,26,322.58064516129036,0
78,0,2.7,1.6,4,0,21,400.0,0
80,0,2.3,1.2,8,0,35,232.55813953488368,0
77,0,1.9,1.6,8,7,41,178.57142857142856,3
73,0,1.2,2.0,2,2,23,370.3703703703704,1
69,0,0.5,1.5,2,0,28,333.33333333333337,0
66,0,0.3,1.8,1,1,15,588.2352941176471,0
62,0,3.1,1.1,3,0,9,833.3333333333333,0
63,0,2.8,1.2,1,2,11,714.2857142857143,0
71,0,1.6,0.7,1,2,7,1000.0,0
71,0,1.6,1.0,2,0,11,769.2307692307692,1
76,0,1.2,1.0,6,2,9,588.2352941176471,0
74,0,1.5,1.0,2,4,22,357.14285714285717,0
75,0,1.0,0.9,2,2,24,357.1428571428571,0
74,0,3.3,1.3,5,3,6,714.2857142857142,0
73,0,3.7,1.9,0,3,10,769.2307692307693,0
71,0,3.8,1.5,1,1,8,1000.0,0
75,0,3.8,1.2,2,0,8,1000.0,0
78,0,3.6,1.9,1,1,14,625.0,0
79,0,3.8,2.5,4,1,23,357.1428571428571,1
68,0,3.1,2.2,9,3,18,333.3333333333333,2
71,0,2.8,1.4,1,0,27,357.1428571428571,0
58,0,-0.5,1.3,1,1,9,909.0909090909092,0
60,0,-0.6,1.5,4,0,8,833.3333333333331,1
62,0,-0.9,1.5,1,1,9,909.0909090909092,1
62,0,-1.0,1.2,1,1,15,588.2352941176471,0
61,0,-1.3,1.5,2,0,12,714.2857142857142,0
60,0,-1.6,1.7,3,1,17,476.1904761904762,1
61,0,-1.9,2.2,3,2,36,243.90243902439025,1
60,0,-2.1,2.6,5,1,23,344.82758620689657,2
58,0,-2.4,1.7,2,1,22,400.0,0
60,0,-2.5,2.6,2,0,14,625.0,0
59,0,-2.2,1.1,1,1,9,909.0909090909092,0
67,0,0.8,1.3,1,1,12,714.2857142857142,0
69,0,0.8,0.9,2,1,12,666.6666666666666,2
73,0,0.5,0.8,1,0,9,1000.0,0
72,0,0.2,0.9,3,1,11,666.6666666666666,0
76,0,-1.1,0.7,5,3,14,454.54545454545445,0
79,0,-0.7,0.9,9,2,26,270.27027027027026,2
81,0,-2.3,0.0,6,1,30,270.27027027027026,1
85,0,-1.8,0.9,2,0,31,303.030303030303,0
82,0,-1.5,0.8,2,0,20,454.5454545454545,0
80,0,-0.6,0.5,0,3,10,769.2307692307693,0
53,0,3.8,0.5,1,2,13,625.0,0
53,0,3.0,0.7,1,1,16,555.5555555555555,0
61,0,2.5,0.4,1,1,17,526.3157894736842,0
56,0,2.9,0.7,4,3,32,256.4102564102564,1
56,0,2.3,0.4,3,2,38,232.5581395348837,1
58,0,2.0,0.7,2,0,28,333.33333333333337,0
55,0,2.8,1.0,2,1,24,370.3703703703703,0
47,0,7.1,1.1,3,1,17,476.1904761904762,1
56,0,5.6,0.1,3,2,13,555.5555555555554,0
61,0,4.5,0.8,1,2,7,1000.0,0
67,0,3.7,0.4,5,1,16,454.5454545454545,2
70,0,3.2,0.6,6,0,32,263.1578947368421,0
70,0,3.4,0.0,2,0,30,312.5,0
76,0,3.1,0.5,1,2,23,384.6153846153846,0
45,0,9.4,0.1,3,1,21,400.0,0
49,0,8.5,0.3,5,0,19,416.66666666666663,0
49,0,8.4,0.1,4,4,14,454.5454545454545,0
53,0,8.2,0.1,3,4,13,500.0,2
56,0,7.9,0.8,1,1,15,588.2352941176471,1
57,0,7.4,0.0,3,1,23,370.3703703703704,0
57,0,7.0,0.0,4,1,26,322.58064516129036,1
61,0,6.3,0.0,3,4,28,285.71428571428567,0
36,0,12.3,0.8,1,1,12,714.2857142857142,0
47,0,10.8,0.4,2,0,10,833.3333333333335,0
75,0,7.5,1.9,2,0,17,526.3157894736842,0
86,0,6.7,1.6,1,3,23,370.3703703703704,0
93,0,6.3,0.7,1,2,20,434.78260869565213,0
95,0,6.5,1.2,1,1,12,714.2857142857142,0
57,0,5.1,1.8,6,1,7,714.2857142857143,0
55,0,4.2,1.6,3,1,9,769.2307692307692,1
55,0,2.0,2.1,0,0,21,476.1904761904762,0
56,0,1.5,1.7,1,0,11,833.3333333333333,0
52,0,1.1,1.6,4,3,19,384.6153846153845,0
52,0,0.7,1.4,6,4,25,285.7142857142857,1
48,0,0.5,1.8,3,2,32,270.2702702702702,0
60,0,3.4,1.3,1,1,13,666.6666666666666,0
63,0,3.1,1.4,1,1,14,625.0,0
62,0,2.6,1.4,1,0,15,625.0,0
66,0,2.4,1.2,1,2,15,555.5555555555555,0
71,0,1.9,1.3,2,1,9,833.3333333333333,1
74,0,1.4,0.8,0,3,18,476.1904761904762,0
75,0,1.5,0.0,1,3,29,303.030303030303,1
75,0,1.1,0.2,6,4,24,294.11764705882354,2
77,0,1.1,0.4,4,1,24,344.8275862068965,0
74,0,1.6,0.4,3,0,14,588.2352941176471,0
69,0,3.3,0.9,1,1,13,666.6666666666666,0
58,0,7.7,2.8,1,0,11,833.3333333333333,0
68,0,7.2,3.0,2,4,13,526.3157894736842,0
73,0,7.4,1.6,0,2,11,769.2307692307692,0
78,0,7.1,2.4,2,1,12,666.6666666666666,0
94,0,5.7,0.9,4,1,22,370.3703703703703,2
78,0,5.3,1.3,10,2,19,322.58064516129036,3
65,0,5.2,2.0,1,4,32,270.2702702702702,0
64,0,4.8,2.0,2,2,23,370.3703703703704,1
61,0,4.4,2.2,2,2,15,526.3157894736843,0
39,0,1.1,2.7,0,2,23,400.0,0
49,0,-0.9,0.9,3,2,17,454.5454545454545,0
47,0,-0.7,1.0,2,0,10,833.3333333333335,0
48,0,-0.9,1.7,4,0,9,769.2307692307693,1
51,0,-1.3,0.9,6,4,35,222.22222222222223,0
55,0,-2.3,0.3,3,2,38,232.5581395348837,0
53,0,-1.6,0.7,2,4,38,227.2727272727273,0
58,0,-1.8,0.1,0,1,22,434.78260869565224,0
51,0,0.3,0.6,1,1,16,555.5555555555555,0
74,0,5.0,1.5,3,2,20,400.0,0
78,0,4.9,1.9,2,5,24,322.58064516129036,2
74,0,4.5,1.3,0,3,28,322.5806451612903,0
71,0,4.1,1.2,2,3,20,400.0,0
74,0,3.8,0.9,1,4,21,384.61538461538464,0
79,0,3.3,1.5,0,1,21,454.5454545454545,0
86,0,3.0,0.9,7,0,19,384.6153846153845,1
87,0,2.7,1.3,8,1,25,294.11764705882354,1
85,0,2.7,1.1,4,3,46,188.67924528301884,1
79,0,3.1,1.3,3,0,44,212.76595744680853,1
81,0,3.6,1.0,2,4,28,294.11764705882354,0
70,0,5.5,1.3,1,1,13,666.6666666666666,0
49,0,1.4,2.3,1,0,20,476.1904761904761,1
50,0,1.1,2.1,8,3,20,322.58064516129025,2
53,0,0.7,3.2,2,3,11,625.0,1
56,0,0.2,1.7,1,3,14,555.5555555555557,0
54,0,0.1,1.8,0,2,25,370.3703703703704,0
55,0,-0.2,1.9,3,0,29,312.5,0
54,0,-0.3,1.9,11,2,29,238.09523809523813,1
55,0,-0.6,1.6,6,2,49,175.43859649122805,0
54,0,-1.1,1.9,5,5,36,217.39130434782606,0
57,0,-1.7,0.7,3,1,32,277.77777777777777,0
58,0,-1.3,0.6,1,1,25,370.3703703703704,0
75,0,2.7,1.7,2,0,10,833.3333333333335,1
78,0,3.8,1.6,3,1,12,625.0,1
79,0,4.2,1.9,2,0,23,400.0,1
80,0,6.3,1.7,2,1,5,1250.0,0
79,0,6.0,1.4,2,6,10,555.5555555555555,1
84,0,5.1,1.5,2,1,15,555.5555555555555,0
89,0,3.9,1.2,4,2,19,400.0,1
93,0,2.9,0.7,6,4,19,344.8275862068965,0
92,0,3.2,1.2,3,1,26,333.3333333333333,0
91,0,3.0,0.7,1,1,13,666.6666666666666,0
91,0,3.2,0.2,0,1,26,370.3703703703704,0
27,0,11.9,1.5,1,1,8,1000.0,0
27,0,11.9,0.8,1,1,17,526.3157894736842,1
30,0,12.0,0.9,2,0,16,555.5555555555555,0
46,0,11.1,1.3,2,0,10,833.3333333333335,0
69,0,11.3,3.4,4,1,5,1000.0,0
67,0,11.2,3.3,5,0,26,322.58064516129036,0
69,0,11.3,3.5,4,2,22,357.14285714285717,1
72,0,11.6,4.4,1,0,20,476.1904761904761,1
74,0,11.8,5.7,2,0,20,454.5454545454545,1
50,0,7.0,2.5,2,0,8,1000.0,0
50,0,6.7,2.7,0,1,11,833.3333333333333,0
48,0,6.4,1.6,1,0,11,833.3333333333333,0
52,0,6.1,2.6,1,0,17,555.5555555555555,0
58,0,5.4,1.3,2,0,10,833.3333333333335,0
65,0,5.3,1.5,2,1,16,526.3157894736842,0
64,0,4.7,1.2,1,1,19,476.19047619047615,1
68,0,4.1,1.1,5,3,33,243.90243902439028,1
73,0,4.2,1.4,3,0,19,454.5454545454546,1
74,0,4.6,1.4,1,1,33,285.71428571428567,0
76,0,5.9,2.0,1,1,14,625.0,0
41,0,8.7,2.1,0,1,13,714.2857142857143,0
51,0,8.3,1.3,2,0,14,625.0,0
46,0,8.2,2.6,1,5,11,588.2352941176471,0
49,0,8.0,0.9,0,1,12,769.2307692307693,0
55,0,8.0,1.9,2,0,13,666.6666666666666,1
57,0,8.6,1.3,0,1,26,370.3703703703704,0
60,0,9.0,1.8,6,0,22,357.14285714285717,0
63,0,9.2,1.3,1,0,41,238.09523809523807,0
65,0,9.3,2.0,3,1,43,212.76595744680847,0
68,0,9.5,1.6,3,2,19,416.66666666666663,0
65,0,9.8,1.8,1,1,11,769.2307692307692,0
83,0,11.9,1.3,5,0,13,555.5555555555554,1
84,0,11.8,1.3,3,4,15,454.5454545454545,2
87,0,11.3,2.1,2,0,11,769.2307692307692,0
89,0,10.8,1.8,2,1,16,526.3157894736842,2
90,0,10.6,1.1,3,0,12,666.6666666666665,0
85,0,9.2,1.3,6,0,19,400.0,1
77,0,8.2,1.8,11,1,26,263.1578947368421,1
72,0,7.6,1.8,5,3,19,370.3703703703704,1
63,0,6.7,1.6,5,0,32,270.2702702702702,1
60,0,6.3,2.4,3,3,23,344.82758620689657,0
63,0,7.1,1.3,1,0,12,769.2307692307693,0
26,0,11.1,1.1,2,1,17,500.0,1
32,0,9.7,2.3,1,2,17,500.0,0
34,0,8.8,1.3,2,3,23,357.1428571428571,0
33,0,8.4,1.1,1,3,21,400.0,0
33,0,8.1,0.8,0,2,17,526.3157894736842,0
39,0,6.6,0.7,2,2,24,357.1428571428571,0
39,0,5.9,0.0,4,4,27,285.7142857142857,1
41,0,6.0,1.5,2,5,32,256.4102564102564,0
45,0,6.0,1.6,1,1,24,384.61538461538464,1
67,0,8.6,0.4,1,1,10,833.3333333333335,0
63,0,6.9,0.5,2,1,18,476.1904761904762,1
64,0,6.5,0.0,3,3,22,357.14285714285717,1
65,0,6.4,0.2,3,1,15,526.3157894736843,0
36,0,10.3,0.4,4,1,8,769.2307692307693,0
40,0,9.4,0.3,2,2,13,588.2352941176471,1
48,0,7.8,0.7,2,0,12,714.2857142857142,0
50,0,7.1,0.9,1,3,15,526.3157894736843,0
50,0,7.1,0.0,5,1,24,333.33333333333326,0
50,0,13.4,0.5,4,4,5,769.2307692307693,0
55,0,12.3,0.3,0,1,9,1000.0,0
54,0,12.5,0.2,3,2,10,666.6666666666666,0
54,0,11.6,0.2,0,2,15,588.2352941176471,0
55,0,10.6,0.6,3,2,14,526.3157894736842,0
58,0,10.4,0.3,8,1,23,312.5,3
61,0,9.3,1.0,2,2,25,344.8275862068965,1
54,0,10.3,1.5,3,3,16,454.54545454545456,0
91,0,14.4,0.8,2,0,12,714.2857142857142,0
93,0,14.1,1.2,2,2,9,769.2307692307693,0
98,0,13.6,0.7,2,1,9,833.3333333333333,0
100,2,13.5,1.1,0,1,8,1111.111111111111,0
98,0,12.7,1.1,3,1,13,588.2352941176471,0
94,0,11.9,0.7,6,2,25,303.030303030303,1
93,0,12.1,1.3,4,2,22,357.14285714285717,0
33,0,8.0,2.4,0,1,12,769.2307692307693,0
29,0,7.3,2.0,1,1,11,769.2307692307692,0
32,0,6.9,2.1,1,2,15,555.5555555555555,0
29,0,6.7,1.8,1,0,16,588.2352941176471,0
25,0,6.0,2.2,1,2,22,400.0,0
18,0,5.8,1.6,3,0,33,277.7777777777777,0
22,0,4.8,1.8,4,1,36,243.90243902439025,0
22,0,4.5,2.4,2,2,35,256.4102564102564,0
24,0,4.3,1.9,3,6,28,270.2702702702703,0
24,0,8.2,2.1,2,0,9,909.0909090909092,1
29,0,6.9,2.8,1,1,17,526.3157894736842,0
33,0,6.0,1.7,1,0,19,500.0,0
35,0,5.2,0.7,4,2,16,454.54545454545456,0
34,0,4.8,0.8,2,0,25,370.3703703703704,0
36,0,4.2,0.6,2,1,12,666.6666666666666,0
36,0,3.7,0.3,3,0,21,416.6666666666667,0
38,0,3.3,0.5,5,1,17,434.78260869565213,2
36,0,3.6,1.1,3,1,28,312.5,0
43,0,2.5,0.3,6,2,39,212.7659574468085,0
47,0,2.4,0.6,4,1,38,232.5581395348837,0
45,0,3.6,0.9,2,2,34,263.1578947368421,0
37,0,7.7,1.4,1,0,16,588.2352941176471,0
32,0,9.1,0.7,3,1,10,714.2857142857142,0
34,0,9.2,0.7,3,1,19,434.78260869565213,1
38,0,8.0,0.7,2,2,15,526.3157894736843,0
39,0,7.6,0.4,3,2,18,434.78260869565213,0
73,0,5.2,1.1,4,0,37,243.90243902439025,0
73,0,5.3,1.2,4,4,37,222.22222222222223,0
75,0,4.9,1.0,4,1,41,217.39130434782606,1
77,0,4.1,1.0,2,1,31,294.1176470588236,0
67,0,5.1,0.1,0,1,31,312.5,0
33,0,10.1,0.7,2,1,10,769.2307692307693,1
39,0,8.8,1.0,3,1,5,1111.111111111111,1
45,0,7.9,0.7,1,2,4,1428.5714285714287,1
54,0,6.7,0.1,1,1,6,1250.0,0
54,0,6.0,1.6,3,4,20,370.3703703703704,0
64,0,5.1,1.1,0,1,23,416.6666666666667,0
68,0,5.6,0.4,0,3,21,416.6666666666667,0
47,0,10.5,0.8,3,1,17,476.1904761904762,0
46,0,10.4,0.6,5,0,31,277.77777777777777,0
42,0,10.2,0.6,6,1,40,212.7659574468085,1
36,0,10.1,1.4,3,1,36,250.0,0
60,0,7.8,2.5,1,1,14,625.0,1
64,0,6.4,1.2,2,0,12,714.2857142857142,0
69,0,5.3,0.7,2,2,15,526.3157894736843,0
71,0,4.6,0.3,1,2,22,400.0,0
72,0,4.6,0.8,3,5,24,312.5,0
73,0,4.5,0.1,1,1,25,370.3703703703704,0
72,0,5.5,0.1,1,0,30,322.58064516129036,0
50,0,8.4,1.8,4,2,7,769.2307692307693,1
82,0,5.6,1.3,3,0,14,588.2352941176471,1
90,0,5.3,1.5,7,2,28,270.2702702702703,1
91,0,5.7,2.0,5,0,35,250.0,1
89,0,5.8,1.1,4,2,21,370.3703703703704,0
87,0,6.3,1.3,3,1,27,322.5806451612903,0
80,0,7.4,1.6,2,2,6,1000.0,1
71,0,8.2,2.7,1,1,16,555.5555555555555,0
80,0,7.3,1.6,2,0,17,526.3157894736842,0
88,0,7.0,2.0,4,0,13,588.2352941176471,1
90,0,6.8,2.4,4,3,12,526.3157894736842,0
88,0,6.7,2.5,6,4,30,250.0,0
91,0,6.6,2.3,6,3,48,175.43859649122805,0
91,0,6.6,2.1,0,1,37,263.1578947368421,0
90,0,7.2,2.3,3,1,31,285.7142857142858,0
24,0,6.8,3.2,4,5,12,476.19047619047615,0
27,0,6.0,1.1,4,0,12,625.0,2
28,0,4.6,0.5,4,5,22,322.58064516129025,0
28,0,4.6,1.2,3,0,8,909.0909090909091,0
27,0,4.1,1.7,5,1,19,400.0,0
27,0,3.5,0.9,3,1,16,500.0,1
27,0,3.1,1.2,6,2,37,222.22222222222223,2
27,0,2.7,1.6,5,2,37,227.27272727272725,1
69,0,6.3,1.6,1,1,18,500.0,1
72,0,6.0,1.4,2,0,16,555.5555555555555,1
70,0,6.0,1.1,2,2,21,400.0,1
70,0,5.7,1.7,1,3,20,416.66666666666674,0
70,0,4.8,1.1,3,0,24,370.3703703703703,1
74,0,3.9,1.2,1,0,23,416.6666666666667,0
70,0,4.4,1.2,8,3,28,256.41025641025647,1
72,0,3.6,1.1,3,2,30,285.71428571428567,0
79,0,2.7,1.0,5,1,24,333.33333333333326,2
70,0,3.9,0.4,2,1,17,500.0,0
49,0,8.6,1.4,5,1,16,454.5454545454545,0
71,0,7.6,1.2,1,0,12,769.2307692307693,1
85,0,6.2,1.0,4,2,16,454.54545454545456,1
87,0,6.0,1.0,4,1,19,416.66666666666663,0
87,0,6.5,1.3,5,1,28,294.11764705882354,0
86,0,6.3,1.6,3,1,20,416.66666666666674,0
64,0,8.6,1.9,2,0,7,1111.1111111111113,0
63,0,8.3,1.1,2,1,8,909.0909090909091,1
29,0,9.0,0.9,0,2,11,769.2307692307692,0
27,0,8.9,1.7,2,0,7,1111.1111111111113,1
30,0,8.0,1.0,1,1,15,588.2352941176471,0
43,0,6.7,0.8,3,0,22,400.0,0
46,0,5.9,1.1,6,2,22,333.3333333333333,0
38,0,6.8,1.1,0,0,14,714.2857142857143,0
33,0,8.8,1.1,1,1,3,2000.0,0
35,0,8.2,1.1,1,4,6,909.0909090909091,0
32,0,7.9,1.4,3,0,9,833.3333333333333,0
32,0,7.3,1.0,2,2,13,588.2352941176471,0
36,0,6.6,1.1,1,0,10,909.090909090909,0
42,0,6.2,0.9,3,3,15,476.1904761904762,0
46,0,5.5,0.7,6,0,13,526.3157894736842,0
49,0,5.7,1.2,4,1,25,333.33333333333337,0
51,0,5.5,1.4,2,0,34,277.77777777777777,0
52,0,5.9,1.6,1,0,17,555.5555555555555,0
68,0,7.6,1.7,2,0,5,1428.5714285714284,1
70,0,7.4,1.9,3,1,12,625.0,1
76,0,7.0,1.2,2,0,5,1428.5714285714284,1
73,0,7.3,1.2,2,0,7,1111.1111111111113,1
73,0,6.5,1.3,1,1,7,1111.1111111111113,0
77,0,6.0,0.4,5,0,20,400.0,1
75,0,5.4,0.5,2,2,26,333.3333333333333,0
74,0,5.7,0.3,1,2,21,416.6666666666667,1
71,0,5.9,0.5,2,1,23,384.6153846153846,0
64,0,7.4,1.2,1,2,10,769.2307692307693,0
61,0,9.4,1.7,4,1,10,666.6666666666666,1
81,0,6.3,1.7,1,1,16,555.5555555555555,0
84,0,6.1,1.5,5,1,29,285.7142857142857,0
84,0,5.8,1.6,4,1,26,322.58064516129036,0
85,0,5.5,1.2,3,0,19,454.5454545454546,0
83,0,6.1,1.0,0,3,31,294.1176470588236,0
79,0,7.2,2.1,2,1,13,625.0,0
78,0,6.6,2.2,1,1,20,454.5454545454545,0
82,0,5.9,1.1,4,1,8,769.2307692307693,0
86,0,5.5,1.1,1,0,13,714.2857142857143,0
87,0,5.3,0.9,7,1,24,312.5,2
89,0,4.9,0.7,6,4,25,285.7142857142857,0
88,0,5.1,0.7,6,4,26,277.7777777777777,1
54,0,9.4,2.2,2,3,15,500.0,1
56,0,8.8,2.5,0,1,22,434.78260869565224,0
57,0,7.8,1.4,2,4,23,344.8275862068965,0
56,0,7.6,1.8,1,4,20,400.0,0
52,0,6.6,1.6,1,2,23,384.6153846153846,0
56,0,6.3,2.7,4,2,25,322.5806451612903,1
57,0,6.0,1.7,7,3,31,243.90243902439022,1
60,0,5.4,1.3,5,5,28,263.1578947368421,0
57,0,6.4,1.8,2,1,13,625.0,0
43,0,12.5,1.4,3,2,24,344.8275862068965,0
49,0,11.8,1.1,1,2,6,1111.111111111111,1
61,0,9.9,1.7,1,1,8,1000.0,0
73,0,9.0,1.7,1,0,17,555.5555555555555,0
71,0,8.7,1.2,2,1,8,909.0909090909091,0
74,0,8.1,0.9,4,1,23,357.1428571428571,1
76,0,7.9,1.2,1,0,28,344.8275862068965,0
76,0,7.5,1.0,1,1,27,344.8275862068965,0
38,0,11.6,1.3,4,3,4,909.0909090909091,1
45,0,10.9,1.2,2,0,13,666.6666666666666,0
50,0,10.3,1.5,1,3,16,500.0,0
49,0,9.2,0.8,1,1,16,555.5555555555555,0
50,0,9.1,1.0,2,0,11,769.2307692307692,1
52,0,8.4,0.6,4,1,12,588.2352941176471,0
52,0,8.0,0.5,4,0,17,476.1904761904762,0
49,0,7.8,0.9,3,5,28,277.7777777777778,0
52,0,8.6,0.3,1,2,28,322.5806451612903,0
44,0,10.8,1.7,2,1,13,625.0,0
26,0,14.3,1.5,1,0,10,909.090909090909,0
29,0,13.4,0.7,2,2,13,588.2352941176471,0
31,0,13.3,0.3,3,2,25,333.33333333333337,1
30,0,13.1,0.9,2,4,28,294.11764705882354,0
36,0,11.9,0.2,1,0,21,454.5454545454545,0
44,0,11.4,0.7,2,2,27,322.5806451612903,1
46,0,10.3,0.5,2,0,16,555.5555555555555,0
44,0,10.1,0.2,4,1,23,357.1428571428571,0
47,0,9.2,0.0,5,2,38,222.2222222222222,2
54,0,9.7,0.7,2,2,43,212.76595744680847,0
56,0,10.1,1.3,1,2,37,250.0,0
54,0,11.2,0.9,2,1,18,476.1904761904762,1
38,0,16.3,1.0,0,2,14,625.0,0
52,0,14.6,1.3,2,0,15,588.2352941176471,1
52,0,14.4,0.9,6,2,17,400.0,0
54,0,14.0,1.7,6,2,24,312.5,0
75,0,11.8,1.6,3,3,23,344.82758620689657,1
91,0,12.2,1.8,1,2,14,588.2352941176471,0
90,0,11.7,1.2,1,1,14,625.0,1
93,0,11.1,1.0,3,1,10,714.2857142857142,0
92,0,10.8,1.2,1,1,18,500.0,0
92,0,10.7,2.2,3,1,26,333.3333333333333,0
88,0,10.0,1.5,6,0,30,277.77777777777777,1
83,0,9.8,1.3,7,2,37,217.3913043478261,2
83,0,9.1,0.9,1,5,42,208.33333333333337,0
79,0,9.5,2.2,2,2,25,344.8275862068965,1
76,0,12.3,1.3,3,1,11,666.6666666666666,2
77,0,11.9,0.8,5,3,15,434.7826086956522,3
79,0,11.6,1.1,1,1,14,625.0,0
79,0,12.0,0.9,4,2,12,555.5555555555554,1
80,0,11.9,0.9,5,0,19,416.66666666666663,2
81,0,12.1,0.9,2,2,25,344.8275862068965,0
81,0,12.1,1.3,0,1,35,277.77777777777777,0
76,0,12.8,1.3,3,0,27,333.3333333333333,2
63,0,14.3,1.5,1,0,12,769.2307692307693,0
100,1,9.9,1.6,1,0,9,1000.0,0
99,1,9.6,1.3,3,2,8,769.2307692307693,0
97,0,9.2,1.4,6,2,15,434.7826086956522,2
93,0,9.4,1.1,1,1,11,769.2307692307692,0
88,0,9.4,1.6,4,2,12,555.5555555555554,1
87,0,9.5,1.3,4,4,22,333.3333333333333,1
88,0,9.0,1.4,3,1,25,344.8275862068965,0
86,0,9.1,0.8,6,1,27,294.1176470588236,1
84,0,9.2,1.1,5,1,34,250.0,2
80,0,9.3,1.2,2,6,35,232.55813953488368,1
80,0,9.2,0.6,2,3,22,370.3703703703703,0
81,0,9.5,0.9,2,3,20,400.0,1
81,0,10.3,1.4,2,1,18,476.1904761904762,0
60,0,9.0,1.6,2,1,9,833.3333333333333,1
58,0,8.7,1.9,1,3,13,588.2352941176471,0
57,0,8.5,1.6,2,0,14,625.0,1
65,0,7.6,1.4,1,3,6,1000.0,0
82,0,7.5,1.2,3,0,14,588.2352941176471,0
83,0,7.2,1.1,8,1,11,500.00000000000006,3
78,0,7.4,2.3,5,2,19,384.6153846153845,2
79,0,6.1,0.6,1,2,17,500.0,0
60,0,7.8,1.5,3,1,10,714.2857142857142,0
34,0,5.4,2.0,6,1,4,909.0909090909091,4
35,0,5.4,2.1,4,0,14,555.5555555555557,2
38,0,5.5,2.5,3,0,7,1000.0,0
42,0,5.2,1.6,2,4,24,333.3333333333333,0
42,0,4.9,2.6,8,0,15,434.7826086956522,2
42,0,4.6,2.1,4,0,19,434.78260869565213,0
41,0,4.7,2.3,2,0,9,909.0909090909092,1
47,0,6.2,2.5,5,1,2,1250.0,0
50,0,5.6,2.0,1,2,9,833.3333333333333,0
53,0,5.4,1.6,2,1,9,833.3333333333333,1
56,0,5.1,1.5,1,2,7,1000.0,1
61,0,4.9,1.4,5,2,12,526.3157894736842,0
65,0,4.3,0.7,9,2,9,500.0,1
64,0,4.5,1.4,5,0,29,294.11764705882354,0
65,0,4.5,1.1,3,0,29,312.5,1
59,0,5.9,1.5,2,2,13,588.2352941176471,0
50,0,8.0,2.8,1,1,6,1250.0,1
44,0,7.8,2.1,2,1,9,833.3333333333333,1
53,0,7.0,1.3,0,1,13,714.2857142857143,0
63,0,6.3,1.1,3,0,7,1000.0,1
71,0,6.0,0.7,2,3,14,526.3157894736842,0
71,0,5.9,0.9,3,0,14,588.2352941176471,0
79,0,4.5,1.2,3,0,26,344.8275862068965,1
75,0,4.6,1.2,1,1,12,714.2857142857142,0
63,0,8.8,3.1,2,2,13,588.2352941176471,0
58,0,11.1,2.0,5,0,7,833.3333333333335,1
57,0,9.9,1.8,5,1,9,666.6666666666666,0
57,0,10.1,2.5,1,1,13,666.6666666666666,1
56,0,10.5,3.1,3,0,18,476.1904761904762,0
52,0,11.0,2.3,7,1,16,416.66666666666663,0
55,0,10.8,2.1,7,2,28,270.2702702702703,0
55,0,11.3,3.1,5,6,26,270.2702702702703,2
53,0,12.3,3.3,3,1,20,416.66666666666674,0
54,0,11.8,1.6,2,0,23,400.0,0
58,0,11.3,1.0,3,0,21,416.6666666666667,1
57,0,11.1,1.5,2,0,13,666.6666666666666,1
59,0,9.8,0.7,3,0,22,400.0,0
59,0,9.3,0.8,7,3,24,294.11764705882354,2
