습도,강수량,기온,풍속,한식,글로벌,패스트푸드
87.5,0.0,5.77,0.5900000000000001,16,1,6
36.81818181818182,0.0,5.636363636363637,1.6,9,10,13
41.61538461538461,0.0,6.1230769230769235,1.5692307692307692,13,11,22
77.0,0.0,5.95,0.5199999999999999,14,4,9
82.45454545454545,0.0,5.736363636363635,0.33636363636363636,16,14,24
77.07692307692308,0.0,5.292307692307693,0.4307692307692308,22,17,26
58.54545454545455,0.0,5.572727272727272,1.1090909090909091,25,10,16
74.36363636363636,0.0,6.572727272727272,0.36363636363636365,10,1,10
70.0,0.0,6.633333333333334,0.2777777777777778,13,17,12
64.58333333333333,0.0,8.55,0.525,16,12,33
59.63636363636363,0.0,12.381818181818181,0.9727272727272728,17,9,15
87.0,0.5,8.957142857142857,0.8142857142857143,26,14,12
84.84615384615384,0.0,10.00769230769231,0.46153846153846156,27,12,14
82.36363636363636,0.0,9.409090909090908,0.5636363636363636,19,11,18
69.0,0.0,5.909999999999999,1.14,11,0,14
41.125,0.0,4.175,1.325,8,7,9
57.888888888888886,0.0,3.2555555555555555,1.177777777777778,13,10,13
69.22222222222223,0.0,3.433333333333333,0.5888888888888889,10,4,18
58.61538461538461,0.0,10.86923076923077,2.4692307692307693,15,13,23
56.5,0.0,8.700000000000001,1.1833333333333333,17,8,35
62.46153846153846,0.0,8.846153846153847,0.6307692307692307,28,17,29
60.18181818181818,0.0,7.245454545454547,0.5545454545454546,16,2,8
80.81818181818181,0.0,10.81818181818182,1.2636363636363634,15,13,10
61.166666666666664,0.0,10.141666666666667,0.9333333333333332,14,6,20
84.9,0.0,16.77,1.04,16,13,20
91.66666666666667,0.0,17.488888888888894,1.3555555555555554,13,14,8
92.92307692307692,0.0,17.46153846153846,0.35384615384615387,13,16,11
77.91666666666667,0.0,17.808333333333334,0.7583333333333334,19,14,28
81.0,0.0,14.333333333333334,0.6416666666666667,11,18,19
84.28571428571429,0.0,11.478571428571428,0.6285714285714287,18,26,28
36.083333333333336,0.0,17.683333333333334,0.7416666666666667,21,11,9
82.83333333333333,21.0,14.083333333333334,2.033333333333333,11,9,33
96.23076923076923,1.5,12.823076923076922,0.8769230769230769,20,13,27
89.3,0.0,13.23,1.23,15,11,15
87.6,0.5,10.48,0.9100000000000001,8,1,19
74.4,0.0,11.23,0.99,15,17,10
56.76923076923077,0.0,13.061538461538463,0.8153846153846154,6,14,9
57.92857142857143,4.0,16.85,1.0357142857142858,13,12,27
98.4,1.5,14.95,0.7000000000000001,11,13,28
