습도,강수량,기온,풍속,한식,글로벌,패스트푸드
86,0,6.7,0.0,35,9,60
75,0,9.2,0.0,13,5,54
51,0,11.2,0.0,12,1,29
34,0,13.4,1.0,4,0,15
34,0,13.5,0.1,4,1,15
37,0,12.9,1.0,59,20,32
42,0,12.4,0.0,52,23,52
45,0,12.4,0.0,33,18,42
50,0,12.3,0.4,26,15,52
54,0,12.1,1.2,29,9,42
51,0,11.9,0.0,23,7,48
42,0,11.7,1.5,51,23,70
40,0,11.2,0.1,92,34,141
41,0,11.0,0.0,89,38,171
39,0,10.7,0.6,48,24,123
39,0,10.6,2.0,36,6,91
38,0,10.9,1.3,17,6,50
39,0,11.4,1.4,3,3,29
36,0,12.4,0.4,3,0,20
38,0,13.5,0.8,3,1,10
52,0,10.6,3.6,5,1,11
55,0,8.6,3.5,55,16,37
58,0,8.0,1.8,58,25,62
58,0,8.0,1.7,40,16,53
64,0,7.7,2.1,26,11,43
67,0,7.9,0.9,21,11,55
68,0,7.3,1.0,23,11,44
74,0,7.1,1.6,59,29,100
78,0,6.8,1.3,98,39,161
80,0,6.5,0.0,93,33,164
81,0,6.4,0.0,66,19,138
81,0,6.3,1.3,26,17,90
65,0,8.5,0.3,18,9,68
53,0,10.6,0.7,8,2,33
43,0,12.8,0.8,4,2,13
37,0,13.0,2.2,2,1,11
54,0,9.2,1.9,55,27,51
61,0,8.8,0.5,38,26,47
64,0,8.4,1.7,26,13,49
69,0,8.0,1.3,24,23,53
72,0,7.8,0.0,31,9,42
82,0,7.0,1.1,21,7,44
87,0,6.7,3.1,61,27,87
90,0,6.7,2.7,93,30,163
93,0,6.9,1.6,117,29,161
95,0,6.9,2.0,78,19,117
87,0,7.3,1.6,23,17,103
80,0,8.0,1.0,24,4,62
71,0,10.3,1.3,9,6,24
60,0,10.4,1.4,2,2,23
59,0,10.1,2.5,4,0,17
68,0,9.3,3.0,41,29,43
71,0,8.9,3.0,48,42,73
71,0,8.6,1.4,29,25,55
80,0,7.3,1.6,27,20,42
86,0,8.1,1.6,27,12,35
88,0,7.8,3.3,19,7,47
90,0,7.7,4.0,75,22,87
88,0,7.7,3.6,116,29,160
91,0,7.5,3.0,138,49,192
91,0,7.5,3.6,89,45,166
90,0,7.9,2.4,46,9,115
79,0,9.3,1.2,28,9,91
43,0,9.8,4.2,21,6,46
26,0,10.1,3.2,5,2,35
21,0,10.7,2.5,3,1,13
16,0,9.2,4.0,12,1,25
21,0,8.2,2.5,62,18,57
24,0,7.8,3.2,65,27,59
27,0,7.4,1.8,54,29,64
28,0,7.1,1.1,43,18,66
29,0,6.5,2.2,43,11,59
28,0,6.0,2.5,49,24,78
27,0,5.5,1.8,98,23,128
27,0,4.7,2.4,134,32,175
27,0,4.5,1.8,114,49,178
27,0,4.2,1.5,82,42,162
26,0,4.4,0.0,55,17,127
22,0,5.3,1.6,31,9,121
21,0,5.9,2.0,13,2,55
21,0,8.3,0.8,5,1,18
18,0,8.3,1.5,4,2,14
66,0,7.6,3.0,5,2,27
69,0,7.3,2.4,42,24,56
72,0,7.2,1.9,54,34,75
70,0,7.0,1.8,59,31,67
70,0,6.3,2.1,44,25,66
70,0,6.1,0.8,39,22,73
70,0,5.3,1.3,46,16,97
74,0,5.1,1.5,105,28,163
70,0,4.6,0.8,150,42,185
72,0,4.2,1.8,97,44,186
79,0,4.0,1.6,63,20,122
70,0,4.8,1.2,42,18,104
51,0,7.7,0.2,23,8,70
36,0,9.7,1.0,10,2,43
49,0,9.2,1.5,37,26,35
54,0,9.0,0.7,43,20,42
62,0,8.8,1.9,29,14,37
66,0,8.5,0.5,24,5,28
75,0,8.1,0.3,22,13,36
84,0,7.8,1.7,26,11,39
86,0,7.6,1.6,58,15,69
90,0,7.2,2.1,76,25,113
91,0,7.3,0.3,70,27,132
90,0,7.2,2.2,42,26,116
87,0,7.4,1.6,31,12,75
87,0,8.2,1.9,15,9,52
84,0,9.4,2.5,12,1,40
74,0,12.4,1.7,2,1,11
65,0,12.8,2.1,5,1,11
63,0,9.8,2.6,6,1,14
61,0,9.4,2.0,36,27,42
51,0,9.5,1.4,37,23,47
25,0,10.3,0.9,24,14,48
29,0,10.0,0.6,22,12,34
33,0,9.0,1.0,17,8,26
40,0,8.5,0.0,11,9,35
45,0,8.4,0.8,51,23,55
49,0,8.0,1.4,79,28,113
49,0,7.5,0.0,103,43,128
43,0,7.7,0.0,51,18,118
35,0,8.0,1.5,28,10,61
30,0,8.4,2.2,16,5,39
21,0,9.4,3.4,3,1,19
19,0,10.4,3.4,4,0,19
18,0,11.4,2.4,1,1,7
29,0,10.6,1.8,7,1,12
31,0,10.2,1.3,43,24,40
34,0,9.9,2.1,39,27,46
34,0,9.4,1.1,32,18,50
32,0,9.1,1.6,14,15,45
34,0,8.5,1.2,19,8,39
39,0,8.0,1.5,18,8,34
44,0,7.3,1.1,42,18,67
48,0,6.9,0.0,90,26,124
54,0,6.7,0.0,93,50,159
58,0,6.1,0.0,54,23,124
56,0,7.0,0.1,28,5,79
46,0,7.1,2.9,25,2,56
38,0,8.5,2.5,7,3,31
34,0,9.7,2.6,3,1,9
32,0,10.5,2.6,6,0,2
63,0,8.7,1.1,9,0,18
67,0,8.3,1.4,52,17,43
74,0,8.1,2.6,36,21,57
79,0,8.2,1.1,32,20,53
75,0,8.0,2.7,32,13,39
76,0,7.7,2.3,23,11,40
80,0,7.5,2.1,30,6,54
82,0,7.2,1.4,52,19,74
83,0,7.2,0.0,85,35,153
84,0,6.9,0.0,91,36,153
86,0,6.5,0.0,70,24,117
86,0,7.7,0.0,43,6,80
67,0,9.8,0.5,16,2,70
49,0,12.2,0.6,12,0,32
45,0,11.6,1.9,3,0,21
41,0,13.2,0.9,0,2,8
44,0,11.1,0.6,5,1,15
59,0,9.8,1.8,39,19,50
67,0,9.0,1.4,46,28,46
71,0,8.6,0.6,25,18,38
77,0,8.4,2.4,28,13,38
81,0,7.9,1.9,23,5,35
82,0,7.6,2.4,23,7,48
84,0,7.3,2.2,46,30,67
86,0,7.1,2.4,92,41,173
87,0,6.8,1.7,108,44,190
89,0,6.6,0.7,82,38,156
90,0,6.9,1.5,58,15,127
87,0,8.0,1.8,24,11,98
79,0,8.9,1.4,8,5,55
67,0,10.5,2.0,2,5,28
74,0,8.8,1.9,5,0,16
82,0,8.1,1.6,38,21,35
85,0,7.7,1.9,58,30,78
84,0,7.5,2.3,45,22,71
85,0,7.2,1.3,30,21,58
86,0,7.1,1.1,40,11,49
86,0,6.9,0.5,42,9,82
87,0,6.4,0.0,76,41,114
88,0,6.0,0.0,98,34,186
89,0,6.3,0.0,104,32,212
91,0,5.8,0.0,65,33,169
92,0,7.3,0.5,45,18,146
80,0,8.8,1.7,29,7,121
45,0,12.7,4.0,6,3,19
42,0,13.7,4.4,4,0,13
46,0,11.4,3.4,7,3,28
53,0,10.4,2.8,70,30,57
55,0,10.0,1.4,59,41,84
56,0,9.3,1.7,56,42,90
54,0,8.9,2.3,48,22,63
51,0,8.3,2.1,44,17,85
51,0,7.8,2.1,50,23,106
55,0,7.7,2.7,114,48,155
59,0,7.2,2.1,123,46,151
62,0,6.9,1.6,117,51,184
62,0,7.0,2.0,58,38,113
62,0,7.4,1.4,28,22,115
55,0,8.6,2.0,23,6,57
43,0,10.4,1.2,8,2,35
36,0,11.8,1.2,8,3,16
30,0,13.6,1.1,3,3,8
41,0,14.7,1.5,6,1,28
44,0,13.8,1.2,39,15,44
49,0,12.8,1.5,57,21,54
54,0,12.2,1.3,21,18,43
63,0,11.0,0.6,27,15,50
71,0,10.6,1.6,17,10,47
80,0,9.9,1.2,17,13,39
84,0,9.3,0.1,32,9,63
86,0,8.9,1.4,71,35,113
86,0,8.3,1.4,80,33,143
86,0,8.5,2.0,34,29,110
83,0,9.1,1.6,35,13,86
79,0,10.4,2.2,22,7,52
52,0,14.2,1.6,4,1,12
39,0,12.7,0.7,30,19,52
43,0,12.0,1.2,45,21,61
51,0,11.3,2.1,22,25,41
54,0,10.9,0.0,24,17,44
57,0,10.7,0.0,19,9,36
60,0,9.8,0.0,18,16,63
63,0,9.3,0.0,39,19,68
65,0,8.8,0.0,87,46,108
69,0,8.5,0.4,103,36,167
69,0,8.3,0.0,55,32,141
68,0,9.1,0.0,49,19,119
51,0,11.2,1.1,25,6,67
39,0,13.1,0.4,17,3,48
35,0,16.7,1.0,5,1,27
29,0,15.9,1.9,3,1,5
24,0,14.6,0.5,6,0,25
28,0,14.1,0.1,52,29,55
38,0,13.9,0.0,47,45,53
45,0,13.7,0.0,44,37,54
46,0,13.3,0.0,40,23,70
52,0,12.0,0.0,35,23,59
57,0,11.7,0.0,33,17,89
60,0,10.9,0.0,88,40,143
62,0,10.5,0.0,117,48,179
68,0,10.9,0.0,80,32,177
70,0,10.7,0.0,53,28,133
67,0,12.2,0.0,33,12,101
45,0,13.5,2.0,23,6,56
38,0,16.5,0.3,9,6,43
35,0,18.4,0.7,6,2,10
30,0,19.5,3.1,7,0,15
45,0,16.5,1.2,51,18,48
46,0,16.6,0.0,42,21,33
47,0,16.3,0.4,26,19,39
49,0,16.2,0.3,21,19,40
51,0,15.8,1.1,22,11,48
55,0,16.0,1.9,25,11,44
52,0,15.7,2.9,68,13,85
50,0,15.5,2.2,89,32,124
51,0,15.3,0.4,95,30,147
73,0,12.8,0.9,44,21,102
79,0,12.3,4.5,33,8,60
84,0,11.7,4.4,21,5,56
91,0,11.6,5.2,7,3,37
78,0,12.8,4.5,2,0,5
93,0,13.3,1.5,5,2,25
95,0,12.2,0.9,38,23,45
95,0,11.4,1.7,56,24,62
95,0,11.1,1.4,31,24,64
94,0,10.9,1.1,18,14,54
95,0,11.4,1.2,29,8,36
95,0,11.3,1.8,22,11,49
95,0,11.5,2.4,58,35,91
95,0,11.1,1.7,118,29,160
95,0,10.7,2.0,150,37,204
95,0,10.5,1.6,93,27,165
95,0,11.1,1.0,57,16,129
81,0,11.9,1.3,27,3,111
71,0,11.5,1.7,9,2,56
63,0,14.0,1.9,10,3,25
55,0,15.8,1.9,5,0,20
68,0,13.8,1.5,8,0,24
75,0,13.1,1.3,39,20,37
82,0,12.6,0.4,42,41,59
87,0,12.3,0.7,49,28,74
90,0,12.0,0.0,34,21,46
91,0,12.1,0.3,37,22,61
91,0,12.5,0.7,39,24,82
92,0,12.2,0.0,70,32,120
92,0,12.1,0.0,80,46,146
92,0,12.8,0.1,96,47,162
91,0,13.1,0.9,55,22,128
80,0,13.7,0.6,47,9,114
66,0,15.0,1.5,22,13,96
62,0,15.4,3.4,13,2,54
59,0,15.5,1.6,9,2,36
57,0,15.7,2.5,4,0,18
95,0,10.8,0.9,7,0,21
95,0,10.8,1.4,41,14,52
95,0,10.5,3.0,54,36,75
92,0,10.5,1.6,46,32,84
89,0,10.6,2.0,41,25,77
85,0,10.4,2.6,48,20,86
84,0,10.1,2.4,59,20,104
84,0,10.2,1.1,135,32,183
82,0,10.2,1.9,124,38,213
81,0,10.1,1.1,93,36,183
82,0,10.2,1.0,60,23,122
83,0,10.4,0.7,33,15,104
83,0,10.7,2.0,31,5,108
80,0,11.5,2.3,11,1,38
72,0,12.3,3.2,5,1,18
63,0,10.7,2.5,6,0,28
64,0,10.1,1.3,46,24,48
61,0,9.6,1.2,50,23,57
60,0,9.0,1.8,28,13,65
66,0,8.6,1.6,23,13,53
73,0,8.6,1.3,22,8,46
83,0,8.6,1.5,38,11,47
81,0,8.5,1.4,46,18,87
82,0,8.6,1.7,86,23,101
82,0,8.5,1.1,81,21,124
87,0,8.0,0.9,47,27,101
69,0,9.3,1.1,26,17,82
45,0,10.1,2.0,14,5,73
35,0,9.6,3.1,10,2,35
35,0,6.5,1.6,5,0,12
34,0,6.7,2.4,48,20,34
35,0,6.5,1.8,40,15,59
38,0,6.6,1.4,23,17,40
37,0,6.9,1.6,23,6,40
39,0,7.0,1.0,19,16,32
45,0,7.0,2.3,29,12,46
47,0,7.0,1.0,43,16,61
41,0,6.6,1.7,75,27,119
43,0,6.2,2.2,97,36,161
42,0,5.9,2.5,73,23,120
41,0,5.8,2.9,40,8,78
38,0,6.3,2.2,17,5,60
36,0,6.6,3.2,10,1,30
36,0,7.6,2.3,5,1,16
37,0,7.8,3.1,1,2,11
48,0,7.5,1.4,10,3,12
47,0,7.0,3.2,45,22,49
50,0,6.7,2.7,35,18,69
51,0,6.4,2.2,25,17,50
53,0,6.4,1.2,20,11,37
57,0,6.1,0.8,15,6,45
59,0,5.9,0.8,20,8,47
61,0,6.0,2.1,60,17,82
61,0,5.9,1.5,88,25,136
63,0,5.8,1.2,77,34,163
62,0,5.7,0.9,58,24,97
57,0,7.3,1.4,28,6,74
53,0,8.4,1.5,21,4,65
43,0,9.8,2.2,6,1,38
33,0,10.2,2.9,8,1,14
33,0,11.6,3.0,2,1,13
45,0,8.8,2.0,10,0,27
50,0,8.4,2.1,52,22,48
51,0,8.3,1.2,44,22,68
52,0,8.1,1.2,27,14,53
54,0,7.7,1.4,21,9,47
58,0,7.5,1.1,20,5,33
65,0,7.1,1.0,26,10,49
71,0,7.1,1.1,51,18,88
71,0,6.6,0.9,83,33,127
79,0,6.0,0.9,81,27,158
83,0,5.4,2.0,65,19,131
81,0,7.3,2.4,34,12,88
67,0,9.6,3.1,17,3,65
55,0,10.7,2.8,8,2,43
38,0,12.4,4.1,7,0,10
57,0,11.9,2.1,12,3,14
63,0,11.1,3.5,50,17,54
65,0,11.0,2.3,56,33,74
61,0,11.0,3.1,38,18,37
57,0,10.9,3.4,19,8,46
59,0,11.0,3.8,24,12,47
60,0,11.2,4.4,21,5,33
60,0,11.4,4.7,60,9,90
57,0,11.9,3.3,91,30,163
56,0,11.8,3.4,126,39,201
57,0,12.1,3.1,80,29,176
51,0,12.9,2.0,44,21,118
52,0,14.1,2.9,25,7,94
55,0,15.1,4.0,24,0,56
56,0,15.9,4.9,9,3,18
58,0,16.4,4.5,2,4,8
56,0,12.9,1.7,10,1,26
51,0,13.0,1.5,50,22,38
54,0,12.4,1.5,49,24,55
58,0,11.8,0.8,56,32,73
58,0,11.4,0.9,43,19,57
58,0,10.7,1.0,30,23,52
56,0,10.5,1.1,34,17,98
59,0,9.6,1.1,97,27,127
61,0,9.5,0.9,105,37,173
62,0,8.8,0.9,93,34,175
72,0,8.8,0.9,58,23,131
60,0,9.9,0.8,41,8,132
43,0,11.5,1.4,28,3,84
36,0,12.0,2.6,13,6,55
35,0,13.3,2.4,12,1,18
28,0,14.4,3.2,10,2,14
40,0,13.0,2.3,14,1,12
47,0,12.5,1.5,49,21,39
53,0,12.2,1.3,60,45,67
59,0,11.8,1.0,51,36,75
63,0,10.9,1.8,46,23,63
64,0,10.9,1.6,42,25,64
67,0,10.6,2.2,59,21,97
76,0,10.2,2.0,98,46,135
79,0,10.1,1.6,135,42,189
84,0,9.9,2.0,116,41,187
88,0,9.6,1.8,72,29,166
90,0,10.0,1.9,44,15,115
82,0,11.3,1.4,20,6,64
63,0,14.3,1.3,12,3,45
48,0,15.2,1.2,5,3,21
37,0,15.1,2.4,3,0,11
46,0,12.9,2.4,10,0,20
45,0,12.7,1.5,43,12,44
43,0,12.5,1.2,42,21,59
44,0,12.7,0.9,41,18,38
45,0,11.6,0.8,24,11,37
55,0,10.7,1.3,17,11,50
60,0,10.2,1.5,22,4,43
65,0,10.0,0.9,41,12,71
71,0,9.4,1.4,66,29,115
76,0,8.7,1.5,81,33,140
77,0,8.6,2.2,51,22,114
71,0,10.7,2.0,31,10,73
61,0,12.1,2.7,16,8,56
51,0,14.4,1.6,12,1,29
40,0,15.5,2.4,6,0,21
36,0,16.5,2.7,3,3,7
76,0,13.5,1.9,5,3,5
79,0,13.6,1.6,44,24,35
80,0,13.1,1.8,31,21,47
82,0,12.4,2.8,43,22,43
87,0,12.1,1.8,26,14,44
89,0,12.0,1.4,24,13,42
90,0,11.7,1.6,26,7,39
91,0,11.5,1.5,39,15,62
91,0,11.3,2.1,67,25,114
91,0,11.3,1.8,91,40,126
91,0,11.4,1.8,54,27,101
90,0,12.5,1.7,35,12,77
71,0,13.6,2.8,21,7,58
59,0,15.5,2.6,10,6,28
27,0,15.6,1.1,7,1,14
36,0,15.5,1.0,53,26,37
40,0,14.6,1.0,38,32,48
44,0,13.5,0.6,33,18,45
48,0,13.2,1.0,16,14,46
53,0,12.0,1.6,16,13,40
53,0,12.4,2.5,25,7,50
55,0,12.7,1.4,40,17,78
56,0,12.7,1.2,83,33,134
61,0,12.8,1.3,101,52,179
64,0,12.7,0.5,71,29,161
58,0,14.1,1.5,51,12,114
51,0,15.5,2.8,16,8,94
52,0,16.5,2.3,9,4,64
51,0,19.9,3.0,3,0,12
81,0,19.9,1.7,7,0,5
84,0,19.2,1.9,12,1,21
86,0,18.9,2.4,41,30,33
86,0,18.5,3.1,56,37,60
87,0,18.1,2.0,49,27,82
87,0,17.9,1.1,48,21,64
87,0,17.6,1.5,33,14,56
88,0,17.3,0.9,38,12,89
88,0,17.2,1.2,68,25,115
89,0,17.3,0.9,87,33,145
90,0,17.4,1.7,79,32,154
91,0,17.4,1.6,64,25,133
91,0,17.7,2.1,41,9,101
89,0,18.4,3.0,21,6,79
85,0,19.0,2.0,13,2,62
80,0,20.3,1.5,11,3,21
77,0,21.5,2.0,8,0,14
88,0,20.2,1.8,16,0,17
90,0,20.1,1.7,63,29,39
93,0,19.5,2.0,46,28,42
94,0,19.5,2.0,41,16,61
93,0,19.2,2.1,36,12,56
92,0,18.9,1.9,31,9,56
93,0,18.1,1.7,41,11,75
93,0,18.5,0.9,63,15,78
94,0,18.8,3.0,92,27,144
95,0,18.9,1.9,92,29,152
95,0,18.9,1.9,73,14,116
95,0,19.3,1.7,37,14,110
95,0,19.5,1.5,22,8,82
95,0,20.0,1.0,21,4,55
95,0,20.4,1.7,13,3,25
92,0,21.0,0.9,6,1,6
87,0,20.8,1.5,13,0,14
88,0,20.8,0.2,45,16,29
89,0,20.6,1.5,48,28,54
91,0,20.3,1.9,52,18,54
91,0,20.5,1.5,46,20,49
93,0,20.2,0.8,36,15,61
93,0,20.0,1.6,55,15,86
95,0,19.3,0.4,79,21,113
95,0,18.7,1.8,100,35,139
95,0,19.0,0.9,74,37,156
95,0,18.9,0.9,60,27,129
95,0,19.2,0.8,45,12,106
92,0,19.6,1.5,24,7,108
86,0,20.2,2.5,22,2,54
76,0,21.8,3.5,6,2,23
63,0,22.9,3.1,5,2,13
59,0,24.2,2.1,3,0,4
73,0,22.7,1.2,6,0,10
80,0,22.2,0.8,34,13,33
82,0,21.9,0.9,54,27,59
82,0,21.5,1.1,54,23,65
84,0,21.1,0.7,39,16,60
86,0,20.8,1.0,39,25,66
86,0,20.3,1.2,59,16,78
81,0,19.6,1.2,95,25,127
79,0,19.7,1.0,105,38,152
81,0,19.8,0.8,93,44,162
83,0,19.5,0.5,61,24,122
84,0,19.9,1.8,42,12,89
79,0,20.6,1.7,21,9,81
70,0,20.9,2.3,13,3,53
66,0,21.6,2.7,5,3,27
64,0,22.4,2.3,2,1,10
81,0,15.3,1.5,45,20,43
87,0,14.2,2.8,46,20,74
87,0,14.1,1.6,47,19,54
87,0,14.1,1.0,31,18,59
87,0,14.1,0.7,24,11,57
86,0,13.9,0.6,31,11,46
86,0,14.2,1.0,41,14,79
87,0,14.0,0.6,75,24,138
89,0,13.9,0.6,83,26,160
89,0,14.7,1.0,66,13,138
86,0,15.7,0.3,45,15,105
79,0,17.5,0.9,28,6,79
74,0,17.8,1.3,20,5,48
72,0,18.6,0.8,3,2,18
76,0,18.9,1.3,3,1,15
75,0,16.4,1.0,12,0,18
76,0,15.6,1.0,51,15,39
83,0,15.2,0.5,74,41,80
85,0,15.1,0.7,56,35,112
87,0,14.0,0.9,40,30,75
88,0,14.0,0.8,37,20,105
89,0,14.5,0.7,52,13,105
90,0,13.6,0.9,75,28,113
92,0,12.9,1.1,106,40,174
95,0,12.7,0.4,112,28,179
95,0,13.0,0.8,62,25,132
94,0,15.1,1.3,53,14,94
74,0,17.2,1.5,31,3,70
61,0,18.5,1.5,10,3,41
52,0,20.6,1.2,2,2,26
40,0,22.2,2.1,2,1,7
39,0,22.0,0.7,8,0,11
47,0,21.4,0.4,38,14,21
51,0,20.8,0.8,32,26,41
54,0,20.2,0.6,18,17,41
58,0,20.2,0.5,20,8,28
55,0,19.5,2.3,16,4,26
48,0,19.2,1.8,29,9,32
45,0,18.1,1.8,37,15,54
44,0,17.5,1.8,67,27,96
43,0,17.0,2.0,66,24,102
44,0,16.4,1.4,47,26,100
41,0,18.4,1.6,45,15,91
30,0,20.2,0.4,15,1,54
26,0,20.5,3.4,12,4,33
21,0,21.8,3.4,6,0,8
21,0,23.6,4.0,4,1,12
35,0,23.0,1.5,4,1,17
39,0,22.7,1.7,43,20,25
39,0,21.9,1.3,41,27,40
40,0,21.5,1.4,26,17,45
36,0,21.5,2.4,24,12,30
30,0,20.9,2.2,19,7,34
32,0,20.5,0.8,23,8,36
26,0,19.9,2.0,32,13,62
20,0,19.4,1.4,83,21,89
18,0,18.7,1.6,102,18,125
16,0,18.4,1.3,65,22,113
16,0,18.6,2.2,45,10,80
15,0,19.6,1.5,22,7,60
14,0,20.9,1.9,12,1,37
15,0,22.0,1.5,9,2,15
13,0,24.2,1.5,3,1,10
65,0,20.0,1.3,14,2,14
75,0,18.3,0.8,53,24,44
90,1,15.7,3.0,48,20,40
89,1,16.0,1.6,37,19,47
90,0,15.1,2.2,23,7,32
89,0,14.9,2.7,22,9,38
86,0,14.2,3.1,29,11,54
93,1,13.3,4.0,73,20,81
95,0,13.5,4.0,148,54,157
95,1,13.5,5.3,159,46,250
95,2,14.4,3.7,133,37,196
95,2,15.0,3.9,68,13,178
95,1,15.5,2.7,45,4,137
95,0,15.6,2.2,15,2,84
95,5,15.8,3.2,12,2,23
95,2,16.0,2.5,5,0,22
95,0,13.8,1.4,11,1,23
95,0,13.5,1.6,50,22,43
95,0,13.7,1.1,94,28,57
95,0,13.4,1.4,63,25,73
95,0,13.4,1.9,44,13,55
95,0,13.1,1.7,24,18,78
95,0,13.1,1.5,69,18,134
95,0,13.2,1.3,115,24,171
95,0,13.5,1.7,136,57,200
95,0,13.3,1.3,97,37,182
95,0,13.3,1.5,86,19,149
95,0,13.3,1.4,56,8,125
95,0,13.3,1.9,28,4,91
95,0,13.9,1.2,20,0,58
95,0,14.5,1.6,10,3,27
95,0,14.5,1.6,7,2,13
93,0,14.1,2.8,13,2,27
95,0,14.0,3.7,57,21,46
95,0,14.2,1.5,85,32,70
95,0,14.4,1.4,62,31,90
95,0,14.4,2.5,59,24,74
95,0,14.0,3.7,61,16,83
95,0,13.8,2.8,68,18,78
95,0,13.9,2.8,91,37,147
95,0,13.9,2.9,143,40,180
95,0,13.8,2.2,98,38,160
95,0,13.5,2.5,58,31,141
95,0,13.9,2.7,40,13,80
93,0,14.9,2.8,19,3,81
79,0,17.4,3.1,11,4,50
66,0,18.1,2.7,7,1,18
59,0,20.4,2.5,3,1,9
50,0,17.2,1.9,6,1,22
43,0,17.0,1.3,36,26,45
54,0,16.1,2.2,37,29,60
68,0,15.0,3.2,37,20,46
89,3,12.1,1.3,22,20,34
93,0,11.8,2.1,14,11,42
95,0,11.8,0.9,19,7,37
95,0,11.6,1.2,23,15,61
95,0,11.2,2.3,73,24,118
95,0,11.5,2.4,82,29,150
95,0,11.8,2.7,53,31,106
95,0,12.2,3.4,37,12,64
95,0,14.0,2.2,25,2,54
77,0,15.9,1.7,10,2,39
72,0,15.8,3.5,4,1,23
55,0,16.6,2.1,12,0,12
56,0,16.0,1.9,52,18,44
57,0,15.5,1.5,44,27,59
60,0,15.1,1.2,30,16,58
69,0,14.2,1.2,23,10,48
78,0,13.2,1.1,14,8,60
85,0,12.8,0.8,21,6,41
88,0,12.3,1.8,51,16,74
91,0,12.1,2.2,90,34,121
93,0,11.7,2.5,88,25,133
95,0,12.1,2.1,55,33,99
88,0,13.1,2.5,36,8,77
70,0,15.2,2.2,16,6,52
46,0,16.4,2.9,15,1,42
42,0,18.1,2.8,4,1,22
41,0,18.8,4.0,5,0,4
41,0,17.4,1.2,9,2,8
49,0,17.1,0.6,49,18,32
48,0,16.7,1.8,46,31,46
48,0,16.7,2.7,29,9,31
42,0,16.7,2.3,23,14,33
43,0,16.3,0.9,24,11,40
52,0,15.7,0.3,27,9,50
56,0,15.9,0.5,41,23,93
60,0,15.2,0.1,80,27,146
60,0,15.0,0.5,79,27,182
56,0,15.4,0.0,57,27,102
53,0,16.0,0.7,35,14,108
38,0,17.8,0.8,14,4,61
32,0,20.3,0.6,1,3,32
21,0,21.2,2.3,2,1,30
22,0,22.7,2.1,1,1,3
38,0,22.6,1.7,16,2,12
40,0,22.4,0.8,55,27,53
43,0,22.3,2.0,48,19,56
43,0,22.1,0.9,31,15,50
36,0,21.9,1.4,24,5,43
40,0,21.0,1.6,32,6,40
44,0,21.4,1.2,42,7,38
45,0,21.8,2.0,60,11,60
37,0,21.5,1.3,93,25,123
44,0,20.5,3.8,88,28,167
70,0,17.9,2.1,79,29,109
82,1,16.9,3.2,36,18,103
87,1,15.9,2.5,21,8,64
92,2,15.2,2.5,6,1,50
93,2,15.0,2.6,6,3,15
95,1,14.8,4.3,3,0,11
95,0,15.9,2.4,10,3,25
95,0,15.9,2.3,54,31,44
95,0,15.7,1.3,42,35,61
95,0,16.0,1.7,30,17,57
95,0,16.0,2.4,27,19,46
95,0,16.0,0.7,27,14,63
95,0,16.2,0.7,29,7,60
95,0,16.1,1.6,65,26,93
95,0,16.1,1.6,127,51,161
95,0,15.9,1.1,126,40,240
95,0,15.5,1.2,88,36,177
95,0,15.4,0.9,65,18,161
95,0,15.6,0.5,19,11,123
95,0,15.9,1.6,12,7,79
95,0,16.9,1.4,10,2,37
91,0,16.8,1.0,8,4,16
94,0,16.1,0.9,56,22,47
95,0,16.1,1.6,65,33,83
95,0,16.0,0.7,62,13,70
95,0,16.0,0.6,47,24,65
95,0,16.0,0.8,35,14,93
95,0,15.5,1.6,63,16,93
95,0,15.2,1.6,98,37,138
95,0,15.1,1.4,126,33,177
95,0,14.9,1.6,100,43,173
95,0,14.8,1.2,78,30,164
95,0,15.9,0.9,50,24,130
95,0,17.9,0.5,42,7,98
89,0,17.9,2.4,15,4,81
89,0,17.7,1.4,6,2,35
88,0,19.0,1.2,4,5,21
86,0,21.2,1.7,7,1,14
88,0,20.2,1.1,53,17,46
88,0,20.0,1.2,79,31,91
91,0,20.0,0.4,67,30,81
93,0,19.7,1.2,36,25,65
94,0,19.5,1.1,45,15,76
95,0,19.1,0.0,52,17,82
95,0,18.7,1.0,94,37,134
95,0,18.8,0.2,152,38,185
95,0,18.8,0.9,95,30,182
95,0,19.2,1.1,67,30,139
95,0,18.6,1.6,30,11,106
94,0,19.7,1.2,27,5,82
91,0,21.4,0.6,15,2,50
56,0,14.3,2.9,16,3,16
58,0,13.4,3.3,69,28,38
60,0,13.0,2.3,53,28,74
63,0,12.7,1.7,38,12,47
64,0,12.2,2.3,17,14,38
66,0,11.8,1.9,24,10,42
66,0,11.8,1.5,20,9,45
66,0,11.6,1.9,47,16,87
67,0,11.6,1.4,93,24,122
66,0,11.5,2.3,96,22,152
68,0,11.6,2.1,56,16,119
69,0,12.1,1.7,34,9,89
73,0,13.3,0.7,29,4,73
61,0,14.1,1.2,7,0,42
50,0,15.1,1.3,1,1,17
62,0,17.1,1.0,8,3,11
69,0,16.5,1.3,44,22,31
75,0,15.7,1.0,52,28,47
83,0,14.9,1.3,43,25,37
87,0,14.4,0.8,24,18,36
89,0,14.0,1.0,20,5,29
90,0,13.4,0.4,11,11,37
91,0,13.5,2.1,42,33,72
82,0,13.4,2.5,92,36,155
76,0,13.0,2.0,78,22,130
67,0,13.5,1.4,57,20,104
