지점,일시,평균 수온(°C)
22105,2006-02-08,10.3
22105,2006-02-09,9.7
22105,2006-02-10,10.2
22105,2006-02-11,10.5
22105,2006-02-12,10
22105,2006-02-13,9.7
22105,2006-02-14,9.4
22105,2006-02-15,9.9
22105,2006-02-16,10.6
22105,2006-02-17,10.1
22105,2006-02-18,10.2
22105,2006-02-19,10.4
22105,2006-02-20,10.6
22105,2006-02-21,10.5
22105,2006-04-18,11.5
22105,2006-04-19,11.4
22105,2006-04-20,10.3
22105,2006-04-21,10.7
22105,2006-04-22,11.5
22105,2006-04-23,11.7
22105,2006-04-24,11.7
22105,2006-04-25,12.1
22105,2006-04-26,12.2
22105,2006-04-27,12.8
22105,2006-04-28,13.4
22105,2006-04-29,13.6
22105,2006-04-30,13.2
22105,2006-05-01,13.8
22105,2006-05-02,13.9
22105,2006-05-03,13.7
22105,2006-05-04,13.2
22105,2006-05-05,13.3
22105,2006-05-06,13.1
22105,2006-05-07,13
22105,2006-05-08,13.1
22105,2006-05-09,13.3
22105,2006-05-10,13.4
22105,2006-05-11,13.6
22105,2006-05-12,13.1
22105,2006-05-13,12.8
22105,2006-05-14,13.2
22105,2006-05-15,13.3
22105,2006-05-16,13.8
22105,2006-05-17,13.8
22105,2006-05-18,13.9
22105,2006-05-19,13.1
22105,2006-05-20,13.1
22105,2006-05-21,13
22105,2006-05-22,12.7
22105,2006-05-23,12.9
22105,2006-05-24,12.8
22105,2006-05-25,13
22105,2006-05-26,13.5
22105,2006-05-27,13.6
22105,2006-05-28,13.1
22105,2006-05-29,13.5
22105,2006-05-30,14
22105,2006-05-31,14.8
22105,2006-06-01,14.7
22105,2006-06-02,15
22105,2006-06-03,15.2
22105,2006-06-04,15.3
22105,2006-06-05,15.3
22105,2006-06-06,15.3
22105,2006-06-07,15.4
22105,2006-06-08,14.8
22105,2006-06-09,15.2
22105,2006-06-10,15.3
22105,2006-06-11,15.9
22105,2006-06-12,16.7
22105,2006-06-13,17.1
22105,2006-06-14,16.9
22105,2006-06-15,15.3
22105,2006-06-16,15.4
22105,2006-06-17,15.8
22105,2006-06-18,17.3
22105,2006-06-19,17.8
22105,2006-06-20,18.1
22105,2006-06-21,17.9
22105,2006-06-22,18
22105,2006-06-23,17.4
22105,2006-06-24,17.8
22105,2006-06-25,18.1
22105,2006-06-26,18.6
22105,2006-06-27,19.9
22105,2006-06-28,20.5
22105,2006-06-29,20.6
22105,2006-06-30,20.7
22105,2006-07-01,20.3
22105,2006-07-02,18.9
22105,2006-07-03,19.3
22105,2006-07-04,19.1
22105,2006-07-05,18.4
22105,2006-07-06,18.6
22105,2006-07-07,19.2
22105,2006-07-08,19.6
22105,2006-07-09,19.9
22105,2006-07-10,19.6
22105,2006-07-11,18
22105,2006-07-12,17.8
22105,2006-07-13,18.2
22105,2006-07-14,18.6
22105,2006-07-15,18.8
22105,2006-07-16,18.2
22105,2006-07-17,17.4
22105,2006-07-18,17.5
22105,2006-07-19,18.3
22105,2006-07-20,18.7
22105,2006-07-21,18.7
22105,2006-07-22,18.8
22105,2006-07-23,19.1
22105,2006-07-24,19.5
22105,2006-07-25,20.3
22105,2006-07-26,20.3
22105,2006-07-27,20.5
22105,2006-07-28,20.7
22105,2006-07-29,21.1
22105,2006-07-30,22.1
22105,2006-07-31,23.2
22105,2006-08-01,24.5
22105,2006-08-02,24.9
22105,2006-08-03,24.9
22105,2006-08-04,25.6
22105,2006-08-05,25.4
22105,2006-08-06,24.9
22105,2006-08-07,25.6
22105,2006-08-08,26.5
22105,2006-08-09,27
22105,2006-08-10,26.3
22105,2006-08-11,26.3
22105,2006-08-12,26.7
22105,2006-08-13,27.1
22105,2006-08-14,27.2
22105,2006-08-15,27.6
22105,2006-08-16,28
22105,2006-08-17,27.2
22105,2006-08-18,22.9
22105,2006-08-19,21.5
22105,2006-08-20,21.2
22105,2006-08-21,20.7
22105,2006-08-22,21
22105,2006-08-23,21.5
22105,2006-08-24,22.1
22105,2006-08-25,23
22105,2006-08-26,24
22105,2006-08-27,23.5
22105,2006-08-28,24.5
22105,2006-08-29,24.6
22105,2006-08-30,23.9
22105,2006-08-31,24.2
22105,2006-09-01,24.9
22105,2006-09-02,24.8
22105,2006-09-03,24.5
22105,2006-09-04,23.9
22105,2006-09-05,23.8
22105,2006-09-06,23.7
22105,2006-09-07,24.5
22105,2006-09-08,24.3
22105,2006-09-09,24.4
22105,2006-09-10,23.7
22105,2006-09-11,23.7
22105,2006-09-12,23.6
22105,2006-09-13,23.7
22105,2006-09-14,23.6
22105,2006-09-15,23.8
22105,2006-09-16,23.7
22105,2006-09-17,23.6
22105,2006-09-18,21.6
22105,2006-09-19,22.1
22105,2006-09-20,22.3
22105,2006-09-21,22.2
22105,2006-09-22,21.9
22105,2006-09-23,21.7
22105,2006-09-24,21.6
22105,2006-09-25,22.5
22105,2006-09-26,22.9
22105,2006-09-27,23
22105,2006-09-28,22.8
22105,2006-09-29,23
22105,2006-09-30,23.3
22105,2006-10-01,23
22105,2006-10-02,23.1
22105,2006-10-03,22.7
22105,2006-10-04,22.7
22105,2006-10-05,22.6
22105,2006-10-06,22.2
22105,2006-10-07,22
22105,2006-10-08,22
22105,2006-10-09,21.6
22105,2006-10-10,21.6
22105,2006-10-11,22.2
22105,2006-10-12,21.8
22105,2006-10-13,21.9
22105,2006-10-14,22.8
22105,2006-10-15,22.2
22105,2006-10-16,22.3
22105,2006-10-17,22.5
22105,2006-10-18,22.2
22105,2006-10-19,22
22105,2006-10-20,22.6
22105,2006-10-21,22.2
22105,2006-10-22,21.4
22105,2006-10-23,20.5
22105,2006-10-24,21.2
22105,2006-10-25,21.3
22105,2006-10-26,20.8
22105,2006-10-27,18.5
22105,2006-10-28,17.6
22105,2006-10-29,17.8
22105,2006-10-30,17.2
22105,2006-10-31,17.3
22105,2006-11-01,17.3
22105,2006-11-02,16.7
22105,2006-11-03,18.8
22105,2006-11-04,19.7
22105,2006-11-05,19
22105,2006-11-06,17.9
22105,2006-11-07,16.6
22105,2006-11-08,16.2
22105,2006-11-09,15.5
22105,2006-11-10,15.5
22105,2006-11-11,16.3
22105,2006-11-12,19.6
22105,2006-11-13,19.8
22105,2006-11-14,18.1
22105,2006-11-15,17.6
22105,2006-11-16,18.2
22105,2006-11-17,18.3
22105,2006-11-18,18.1
22105,2006-11-19,18.2
22105,2006-11-20,17.8
22105,2006-11-22,18.1
22105,2006-11-23,18.6
22105,2006-11-24,18.7
22105,2006-11-25,18.7
22105,2006-11-26,18.5
22105,2006-11-27,18.2
22105,2006-11-28,17.4
22105,2006-11-29,17.6
22105,2006-11-30,16.9
22105,2006-12-01,16.5
22105,2006-12-02,16.1
22105,2006-12-03,16.1
22105,2006-12-04,15.5
22105,2006-12-05,15.5
22105,2006-12-06,15.2
22105,2006-12-07,15.9
22105,2006-12-08,15.8
22105,2006-12-09,16.3
22105,2006-12-10,15.9
22105,2006-12-11,15.7
22105,2006-12-12,15.7
22105,2006-12-13,16.2
22105,2006-12-14,15.6
22105,2006-12-15,15.7
22105,2006-12-16,15.3
22105,2006-12-17,15.4
22105,2006-12-18,15.1
22105,2006-12-19,15.8
22105,2006-12-20,15
22105,2006-12-21,15.5
22105,2006-12-22,14.8
22105,2006-12-23,15
22105,2006-12-24,15.1
22105,2006-12-25,16
22105,2006-12-26,14.9
22105,2006-12-27,16.1
22105,2006-12-28,14.6
22105,2006-12-29,14.6
22105,2006-12-30,14.5
22105,2006-12-31,15
22105,2007-01-01,14.8
22105,2007-01-02,14.7
22105,2007-01-03,14.6
22105,2007-02-05,12.6
22105,2007-02-06,12.5
22105,2007-02-07,12.5
22105,2007-02-08,12.5
22105,2007-02-09,12.5
22105,2007-02-10,12.5
22105,2007-02-11,12.4
22105,2007-02-12,12.3
22105,2007-02-13,12.3
22105,2007-02-14,12.2
22105,2007-02-15,12.1
22105,2007-02-16,12.1
22105,2007-02-17,12.2
22105,2007-02-18,12.3
22105,2007-02-19,13.1
22105,2007-02-20,12.8
22105,2007-02-21,12.8
22105,2007-02-22,13.3
22105,2007-02-23,13.4
22105,2007-02-24,12.9
22105,2007-02-25,12.5
22105,2007-02-26,12.8
22105,2007-02-27,12.8
22105,2007-02-28,12.3
22105,2007-03-01,13.1
22105,2007-03-02,13.5
22105,2007-03-03,13.6
22105,2007-03-04,13.2
22105,2007-03-05,13
22105,2007-03-06,12.4
22105,2007-03-07,12.2
22105,2007-03-08,12.3
22105,2007-03-09,12.6
22105,2007-04-20,13.8
22105,2007-04-21,13.7
22105,2007-04-22,13.6
22105,2007-04-23,14.1
22105,2007-04-24,13.6
22105,2007-04-25,14
22105,2007-04-26,13.6
22105,2007-04-27,13.2
22105,2007-04-28,14.5
22105,2007-04-29,14.8
22105,2007-04-30,14.9
22105,2007-05-01,14.8
22105,2007-05-02,14.8
22105,2007-05-03,15.4
22105,2007-05-04,15.2
22105,2007-05-05,14.8
22105,2007-05-06,14.8
22105,2007-05-07,15.2
22105,2007-05-08,15.6
22105,2007-05-09,15.5
22105,2007-05-10,15.5
22105,2007-05-11,15.2
22105,2007-05-12,15.6
22105,2007-05-13,15.8
22105,2007-05-14,15.9
22105,2007-05-15,16.2
22105,2007-05-16,15.5
22105,2007-05-17,15.5
22105,2007-05-18,16
22105,2007-05-19,16.1
22105,2007-05-20,16.1
22105,2007-05-21,16.1
22105,2007-05-22,16.9
22105,2007-05-23,17.2
22105,2007-05-24,16.7
22105,2007-05-25,16.7
22105,2007-05-26,16.5
22105,2007-05-27,16.7
22105,2007-05-28,16.6
22105,2007-05-29,16.5
22105,2007-05-30,16.7
22105,2007-05-31,17
22105,2007-06-01,17.2
22105,2007-06-02,18.2
22105,2007-06-03,18.3
22105,2007-06-04,18.5
22105,2007-06-05,19.1
22105,2007-06-06,19.2
22105,2007-06-07,19.5
22105,2007-06-08,18.8
22105,2007-06-09,18.3
22105,2007-06-10,18.3
22105,2007-06-11,18.5
22105,2007-06-12,18.9
22105,2007-06-13,19.3
22105,2007-06-14,19.4
22105,2007-06-15,19.2
22105,2007-06-16,19.6
22105,2007-06-17,19.8
22105,2007-06-18,20.9
22105,2007-06-19,21
22105,2007-06-20,21.3
22105,2007-06-21,21
22105,2007-06-22,21.4
22105,2007-06-23,20.9
22105,2007-06-24,20.6
22105,2007-06-25,20.7
22105,2007-06-26,21.8
22105,2007-06-27,21.7
22105,2007-06-28,21.4
22105,2007-06-29,21.2
22105,2007-06-30,20.9
22105,2007-07-01,19.9
22105,2007-07-02,19.9
22105,2007-07-03,21.5
22105,2007-07-04,21.8
22105,2007-07-05,22.6
22105,2007-07-06,23
22105,2007-07-07,22.6
22105,2007-07-08,22.7
22105,2007-07-09,22.2
22105,2007-07-10,21.8
22105,2007-07-11,22.1
22105,2007-07-12,21.7
22105,2007-07-13,22
22105,2007-07-14,21.7
22105,2007-07-15,21.2
22105,2007-07-16,21.3
22105,2007-07-17,20.9
22105,2007-07-18,21.4
22105,2007-07-19,21.1
22105,2007-07-20,21
22105,2007-07-21,21.1
22105,2007-07-22,22
22105,2007-07-23,22.2
22105,2007-07-24,22
22105,2007-07-25,22.6
22105,2007-07-26,24
22105,2007-07-27,24.6
22105,2007-07-28,24.8
22105,2007-07-29,24.1
22105,2007-07-30,23.9
22105,2007-07-31,23.9
22105,2007-08-01,23.2
22105,2007-08-02,23.5
22105,2007-08-03,23.4
22105,2007-08-04,23.3
22105,2007-08-05,23.7
22105,2007-08-06,22.6
22105,2007-08-07,22.8
22105,2007-08-08,22.2
22105,2007-08-09,21.7
22105,2007-08-10,22.7
22105,2007-08-11,23
22105,2007-08-12,24.6
22105,2007-08-13,24.7
22105,2007-08-14,24.2
22105,2007-08-15,23.6
22105,2007-08-16,25
22105,2007-08-17,25.9
22105,2007-08-18,26.1
22105,2007-08-19,26.5
22105,2007-08-20,26.9
22105,2007-08-21,26.8
22105,2007-08-22,26.6
22105,2007-08-23,26.7
22105,2007-08-24,26.5
22105,2007-08-25,26.6
22105,2007-08-26,26.7
22105,2007-08-27,26.7
22105,2007-08-28,25.9
22105,2007-08-29,25.8
22105,2007-08-30,25.4
22105,2007-08-31,25.1
22105,2007-09-01,24.8
22105,2007-09-02,23.8
22105,2007-09-03,23.8
22105,2007-09-04,24.1
22105,2007-09-05,24.4
22105,2007-09-06,23.8
22105,2007-09-07,23.7
22105,2007-09-08,24.1
22105,2007-09-09,23.4
22105,2007-09-10,22.4
22105,2007-09-11,23.1
22105,2007-09-12,23.7
22105,2007-09-13,23.7
22105,2007-09-14,23.5
22105,2007-09-15,23.2
22105,2007-09-16,22.9
22105,2007-09-17,22.6
22105,2007-09-18,22.7
22105,2007-09-19,22.9
22105,2007-09-20,23.1
22105,2007-09-21,23
22105,2007-09-22,23
22105,2007-09-23,22.9
22105,2007-09-24,22.9
22105,2007-09-25,22.8
22105,2007-09-26,22.5
22105,2007-09-27,22.6
22105,2007-09-28,22.4
22105,2007-09-29,22.2
22105,2007-09-30,22.1
22105,2007-10-01,21.9
22105,2007-10-02,21.9
22105,2007-10-03,22.7
22105,2007-10-04,22.7
22105,2007-10-05,23.1
22105,2007-10-06,21.8
22105,2007-10-07,21.9
22105,2007-10-08,21.5
22105,2007-10-09,21.7
22105,2007-10-10,21.8
22105,2007-10-11,21.4
22105,2007-10-12,20.9
22105,2007-10-13,21.8
22105,2007-10-14,21.4
22105,2007-10-15,21.2
22105,2007-10-17,22.6
22105,2007-10-18,22.4
22105,2007-10-19,22.9
22105,2007-10-20,22.1
22105,2007-10-21,22
22105,2007-10-22,21.8
22105,2007-10-23,21
22105,2007-10-24,21.2
22105,2007-10-25,21.5
22105,2007-10-26,21.2
22105,2007-10-27,21.7
22105,2007-10-28,21.6
22105,2007-10-29,21.2
22105,2007-10-30,20.9
22105,2007-10-31,21.2
22105,2007-11-01,21.2
22105,2007-11-02,21.2
22105,2007-11-03,20.2
22105,2007-11-04,19.8
22105,2007-11-05,19.2
22105,2007-11-06,19.7
22105,2007-11-07,19.5
22105,2007-11-08,18.8
22105,2007-11-09,17.4
22105,2007-11-10,17
22105,2007-11-11,17.4
22105,2007-11-12,17.3
22105,2007-11-13,17.1
22105,2007-11-14,17.1
22105,2007-11-15,17
22105,2007-11-16,17.6
22105,2007-11-17,16.6
22105,2007-11-18,17
22105,2007-11-19,17
22105,2007-11-20,16
22105,2007-11-21,15.4
22105,2007-11-22,15.3
22105,2007-11-23,14.8
22105,2007-11-24,15.9
22105,2007-11-25,15.5
22105,2007-11-26,15.8
22105,2007-11-27,15.7
22105,2007-11-28,15.6
22105,2007-11-29,14.9
22105,2007-11-30,15.3
22105,2007-12-01,15.5
22105,2007-12-02,16.7
22105,2007-12-03,15.8
22105,2007-12-04,15.1
22105,2007-12-05,13.8
22105,2007-12-06,14.2
22105,2007-12-07,13.7
22105,2007-12-08,13.8
22105,2007-12-09,14.3
22105,2007-12-10,14.2
22105,2007-12-11,14
22105,2007-12-12,14.2
22105,2007-12-13,13.9
22105,2007-12-14,14.4
22105,2007-12-15,16.1
22105,2007-12-16,16.1
22105,2007-12-17,16.6
22105,2007-12-18,16.3
22105,2007-12-19,16.4
22105,2007-12-20,16.1
22105,2007-12-21,16.6
22105,2007-12-22,16.8
22105,2007-12-23,16.5
22105,2007-12-24,16.1
22105,2007-12-25,15.8
22105,2007-12-26,15.9
22105,2007-12-27,15.7
22105,2007-12-28,16.4
22105,2007-12-29,16.2
22105,2008-01-21,13.6
22105,2008-01-22,13.4
22105,2008-01-23,13.5
22105,2008-01-24,13.2
22105,2008-01-25,13.3
22105,2008-01-26,13.2
22105,2008-01-27,13.1
22105,2008-01-28,13.1
22105,2008-01-29,13.1
22105,2008-01-30,12.9
22105,2008-01-31,12.9
22105,2008-02-01,12.9
22105,2008-02-02,12.9
22105,2008-02-03,12.6
22105,2008-02-04,12.8
22105,2008-02-05,12.6
22105,2008-02-06,12.6
22105,2008-02-07,12.3
22105,2008-02-08,12.4
22105,2008-02-09,11.7
22105,2008-02-10,12.2
22105,2008-02-11,12.1
22105,2008-02-12,12.1
22105,2008-02-13,12.2
22105,2008-02-14,12.2
22105,2008-02-15,12.1
22105,2008-02-16,12
22105,2008-02-17,11.9
22105,2008-02-18,11.8
22105,2008-02-19,11.8
22105,2008-02-20,11.7
22105,2008-02-21,11.8
22105,2008-02-22,11.7
22105,2008-02-23,11.7
22105,2008-02-24,11.6
22105,2008-02-25,11.6
22105,2008-02-26,11.5
22105,2008-02-27,11.4
22105,2008-02-28,11.4
22105,2008-02-29,11.3
22105,2008-03-01,11.3
22105,2008-03-02,11.4
22105,2008-03-03,11.4
22105,2008-03-04,11.3
22105,2008-03-05,11.4
22105,2008-03-06,11.2
22105,2008-03-07,11.1
22105,2008-03-08,11.2
22105,2008-03-09,11.3
22105,2008-03-10,11.2
22105,2008-03-11,11.3
22105,2008-03-12,12
22105,2008-03-13,12.2
22105,2008-03-14,11.2
22105,2008-03-15,11.2
22105,2008-03-16,11.2
22105,2008-03-17,11.3
22105,2008-03-18,11.5
22105,2008-03-19,11.3
22105,2008-03-20,11.1
22105,2008-03-21,11.3
22105,2008-03-22,11.2
22105,2008-03-23,11.2
22105,2008-03-24,11.4
22105,2008-03-25,11.2
22105,2008-03-26,11.2
22105,2008-03-27,11.1
22105,2008-03-28,11.1
22105,2008-03-29,11.1
22105,2008-03-30,11.1
22105,2008-03-31,11.1
22105,2008-04-01,11.3
22105,2008-04-02,11.2
22105,2008-04-03,11.2
22105,2008-04-04,11.3
22105,2008-04-05,11.7
22105,2008-04-06,12
22105,2008-04-07,11.7
22105,2008-04-08,11.9
22105,2008-04-09,11.8
22105,2008-04-10,12.3
22105,2008-04-11,13.4
22105,2008-04-12,13.4
22105,2008-04-13,13.4
22105,2008-04-14,13.7
22105,2008-04-15,13.5
22105,2008-04-16,13.8
22105,2008-04-17,14.4
22105,2008-04-18,13.3
22105,2008-04-19,14
22105,2008-04-20,14.3
22105,2008-04-21,14.3
22105,2008-04-22,14.3
22105,2008-04-23,13.8
22105,2008-04-24,13.5
22105,2008-04-25,13.5
22105,2008-04-26,13.6
22105,2008-04-27,13
22105,2008-04-28,12.8
22105,2008-04-29,13.2
22105,2008-04-30,13.3
22105,2008-05-01,13.4
22105,2008-05-02,13.6
22105,2008-05-03,14.4
22105,2008-05-04,14.4
22105,2008-05-05,14
22105,2008-05-06,14.1
22105,2008-05-07,14.8
22105,2008-05-08,14.8
22105,2008-05-09,14.5
22105,2008-05-10,14.5
22105,2008-05-11,14.7
22105,2008-05-12,15
22105,2008-05-13,14.9
22105,2008-05-14,14.8
22105,2008-05-15,15.2
22105,2008-05-16,15.7
22105,2008-05-17,15.3
22105,2008-05-18,14.4
22105,2008-05-19,14.9
22105,2008-05-20,15.6
22105,2008-05-21,15.8
22105,2008-05-22,15.9
22105,2008-05-23,16.5
22105,2008-05-24,16.5
22105,2008-05-25,16.6
22105,2008-05-26,16.8
22105,2008-05-27,16.6
22105,2008-05-28,16.5
22105,2008-05-29,16.8
22105,2008-05-30,17.1
22105,2008-05-31,17.3
22105,2008-06-01,17.6
22105,2008-06-02,17.5
22105,2008-06-03,17.6
22105,2008-06-04,17.6
22105,2008-06-05,17.4
22105,2008-06-06,17.8
22105,2008-06-07,18.5
22105,2008-06-08,18.7
22105,2008-06-09,19.7
22105,2008-06-10,20
22105,2008-06-11,19.8
22105,2008-06-12,19.8
22105,2008-06-13,20.3
22105,2008-06-14,19.9
22105,2008-06-15,19.9
22105,2008-06-16,20.1
22105,2008-06-17,20.2
22105,2008-06-18,19.8
22105,2008-06-19,19.9
22105,2008-06-20,20.5
22105,2008-06-21,20.6
22105,2008-06-22,20.1
22105,2008-06-23,19.5
22105,2008-06-24,19.5
22105,2008-06-25,19.4
22105,2008-06-26,19.4
22105,2008-06-27,19.9
22105,2008-06-28,20.1
22105,2008-06-29,19.5
22105,2008-06-30,19.7
22105,2008-07-01,20.1
22105,2008-07-02,20.2
22105,2008-07-03,20.5
22105,2008-07-04,21
22105,2008-07-05,21.8
22105,2008-07-06,22.2
22105,2008-07-07,22.9
22105,2008-07-08,24.3
22105,2008-07-09,24.6
22105,2008-07-10,24.1
22105,2008-07-11,24.5
22105,2008-07-12,24.7
22105,2008-07-13,22.9
22105,2008-07-14,23.4
22105,2008-07-15,23.1
22105,2008-07-16,21.5
22105,2008-07-17,22.4
22105,2008-07-18,23.7
22105,2008-07-19,24
22105,2008-07-20,22.4
22105,2008-07-21,20.7
22105,2008-07-22,21
22105,2008-07-23,20.8
22105,2008-07-24,20.4
22105,2008-07-25,22.4
22105,2008-07-26,23.3
22105,2008-07-27,23.2
22105,2008-07-28,23.9
22105,2008-07-29,25.4
22105,2008-07-30,25.3
22105,2008-07-31,25.7
22105,2008-08-01,25.3
22105,2008-08-02,24.1
22105,2008-08-03,23.5
22105,2008-08-04,24
22105,2008-08-05,24.9
22105,2008-08-06,25.6
22105,2008-08-07,25.6
22105,2008-08-08,26.3
22105,2008-08-09,25.9
22105,2008-08-10,26.1
22105,2008-08-11,26.4
22105,2008-08-12,27.3
22105,2008-08-13,27.8
22105,2008-08-14,28.2
22105,2008-08-15,28.3
22105,2008-08-16,27.7
22105,2008-08-17,26.2
22105,2008-08-18,24.1
22105,2008-08-19,23.3
22105,2008-08-20,22.8
22105,2008-08-21,24.2
22105,2008-08-22,24.2
22105,2008-08-23,24
22105,2008-08-24,23.3
22105,2008-08-25,24
22105,2008-08-26,24
22105,2008-08-27,23.7
22105,2008-08-28,23.6
22105,2008-08-29,23.6
22105,2008-08-30,23.5
22105,2008-08-31,23.7
22105,2008-09-01,23.8
22105,2008-09-02,23.3
22105,2008-09-03,23.3
22105,2008-09-04,23.5
22105,2008-09-05,23.7
22105,2008-09-06,23.8
22105,2008-09-07,24
22105,2008-09-08,24.5
22105,2008-09-09,24.5
22105,2008-09-10,23.8
22105,2008-09-11,24.8
22105,2008-09-12,24.5
22105,2008-09-13,24.5
22105,2008-09-14,24.4
22105,2008-09-15,24.4
22105,2008-09-16,25.5
22105,2008-09-17,25.8
22105,2008-09-18,26.2
22105,2008-09-19,26.3
22105,2008-09-20,26.1
22105,2008-09-21,26
22105,2008-09-22,26
22105,2008-09-23,25.9
22105,2008-09-24,25.4
22105,2008-09-25,25.3
22105,2008-09-26,24.8
22105,2008-09-27,24.3
22105,2008-09-28,24.3
22105,2008-09-29,24.3
22105,2008-09-30,23.9
22105,2008-10-01,24
22105,2008-10-02,23.8
22105,2008-10-03,23.6
22105,2008-10-04,22.7
22105,2008-10-05,23.1
22105,2008-10-06,23.5
22105,2008-10-07,23.5
22105,2008-10-08,23.3
22105,2008-10-09,23.4
22105,2008-10-10,23.2
22105,2008-10-11,22.1
22105,2008-10-12,21.8
22105,2008-10-13,22
22105,2008-10-14,21.8
22105,2008-10-15,22.2
22105,2008-10-16,23
22105,2008-10-17,23
22105,2008-10-18,23.2
22105,2008-10-19,23.2
22105,2008-10-20,23.2
22105,2008-10-21,22.5
22105,2008-10-22,21.9
22105,2008-10-23,22.2
22105,2008-10-24,21.7
22105,2008-10-25,21.7
22105,2008-10-26,21.6
22105,2008-10-27,20.6
22105,2008-10-28,20.7
22105,2008-10-29,21.4
22105,2008-10-30,21.1
22105,2008-10-31,19.6
22105,2008-11-01,19.3
22105,2008-11-02,19.1
22105,2008-11-03,18.2
22105,2008-11-04,17.8
22105,2008-11-05,17.7
22105,2008-11-06,18.9
22105,2008-11-07,19.5
22105,2008-11-08,19.9
22105,2008-11-09,21
22105,2008-11-10,21
22105,2008-11-11,20
22105,2008-11-12,18.1
22105,2008-11-13,18.3
22105,2008-11-14,18
22105,2008-11-15,18.2
22105,2008-11-16,18
22105,2008-11-17,17.8
22105,2008-11-18,17.6
22105,2008-11-19,17.1
22105,2008-11-20,16.8
22105,2008-11-21,16.5
22105,2008-11-22,16.4
22105,2008-11-23,16.3
22105,2008-11-24,16.1
22105,2008-11-25,16
22105,2009-01-22,13.1
22105,2009-01-23,13.4
22105,2009-01-24,13.3
22105,2009-01-25,13.3
22105,2009-01-26,13.3
22105,2009-01-27,13.4
22105,2009-01-28,13.3
22105,2009-01-29,13.3
22105,2009-01-30,14.1
